Word,uniqueID,heavy_freq_1,heavy_freq_2,heavy_freq_3,heavy_freq_4,heavy_freq_5,heavy_freq_6,heavy_freq_7
aardvark,aardvark,0,3,5,4,14,9,3
abacus,abacus,2,10,13,3,9,1,1
accordion,accordion,1,2,2,4,11,12,4
acorn,acorn,23,9,1,2,0,0,0
air conditioner,air_conditioner,0,0,1,1,3,18,15
air mattress,air_mattress,8,12,6,3,4,3,0
air pump,air_pump,9,9,9,5,5,1,0
airbag,airbag,12,5,6,7,6,1,0
airboat,airboat,0,0,0,0,0,7,30
aircraft carrier,aircraft_carrier,1,0,0,0,0,0,35
airplane,airplane,1,0,0,0,3,4,30
album,album,10,10,3,7,5,3,0
alligator,alligator,0,0,0,3,6,19,12
almond,almond,24,9,2,0,0,0,0
aloe,aloe,6,12,11,4,4,0,1
alpaca,alpaca,0,1,0,0,4,18,13
altar,altar,0,1,0,0,4,17,17
aluminum foil,aluminum_foil,22,11,2,1,1,0,0
amber,amber,7,8,4,8,8,1,0
ambulance,ambulance,0,0,0,0,0,3,33
amplifier,amplifier,0,1,2,2,11,11,9
anchor,anchor,0,0,0,0,2,4,31
ankle,ankle,5,7,10,10,4,1,0
anklet,anklet,24,11,1,0,0,0,0
ant,ant,33,3,0,0,0,0,0
anteater,anteater,0,1,2,2,13,15,4
antelope,antelope,0,0,1,1,7,15,12
antenna,antenna,2,0,2,4,15,10,5
anvil,anvil,0,0,0,0,0,4,32
appetizer,appetizer,22,13,1,1,0,0,0
apple,apple,18,16,4,0,0,0,0
apple tree,apple_tree,0,0,0,3,4,11,20
applesauce,applesauce,16,12,1,2,4,1,0
apron,apron,26,8,0,0,1,0,0
aquarium,aquarium,0,0,0,0,2,20,17
arch,arch,0,0,0,0,1,4,33
arm,arm,1,8,5,11,9,4,0
armor,armor,0,0,0,0,1,18,19
arrow,arrow,21,14,3,1,0,0,0
artichoke,artichoke,14,11,8,2,0,2,1
arugula,arugula,31,6,0,0,2,0,0
ashtray,ashtray,13,13,5,3,4,0,0
asparagus,asparagus,11,16,4,3,2,2,0
avocado,avocado,16,13,4,1,3,0,0
awning,awning,3,2,5,2,10,11,2
axe,axe,0,2,4,1,9,17,6
baby,baby,6,7,9,4,10,0,0
backdrop,backdrop,4,2,5,2,16,4,4
backgammon,backgammon,16,11,7,0,4,0,0
backpack,backpack,2,3,9,4,10,7,4
backscratcher,backscratcher,30,7,1,0,0,0,0
bacon,bacon,27,5,1,1,2,0,0
badge,badge,17,5,6,4,5,0,0
badger,badger,2,3,7,8,11,5,2
bag,bag,16,10,5,6,0,0,0
bagel,bagel,24,11,1,1,0,0,0
bagpipe,bagpipe,2,6,14,2,6,7,0
baklava,baklava,19,8,6,3,2,1,0
balance beam,balance_beam,0,2,1,0,3,13,20
ball,ball,19,14,1,3,1,0,0
balloon,balloon,30,6,0,0,0,0,0
ballot box,ballot_box,5,9,8,3,6,5,0
bamboo,bamboo,5,5,7,4,10,4,5
banana,banana,26,11,1,0,0,0,0
banana peel,banana_peel,31,6,3,0,0,0,0
banana split,banana_split,15,10,5,2,5,2,0
bandage,bandage,31,5,0,0,0,0,1
bandanna,bandanna,32,3,0,0,0,0,0
banjo,banjo,6,11,11,4,5,0,0
bank,bank,5,5,6,9,11,1,2
banner,banner,4,4,12,6,14,0,0
barbed wire,barbed_wire,5,9,6,3,9,4,0
barbell,barbell,0,0,0,0,4,14,18
barcode,barcode,31,5,2,1,0,0,0
bark,bark,4,9,6,6,9,4,1
barnacle,barnacle,14,9,4,6,2,1,0
barrel,barrel,0,0,1,0,7,13,16
barrette,barrette,20,11,4,1,0,0,0
baseball,baseball,21,8,4,1,3,1,0
baseball bat,baseball_bat,3,6,7,6,9,4,1
baseball glove,baseball_glove,10,14,1,5,4,1,1
basil,basil,23,14,1,0,0,0,1
basket,basket,18,10,5,4,2,0,0
basketball,basketball,17,16,6,0,0,0,0
basketball hoop,basketball_hoop,8,4,7,2,5,7,4
bassinet,bassinet,1,6,5,1,18,6,0
bassoon,bassoon,1,6,6,6,14,5,0
bat,bat1,15,13,5,1,3,0,0
bat,bat2,3,12,8,3,9,2,0
bathmat,bathmat,18,14,2,3,1,0,1
bathrobe,bathrobe,13,14,3,1,5,0,0
bathtub,bathtub,0,0,0,0,1,12,22
baton,baton1,13,15,9,2,0,0,0
baton,baton2,2,15,5,1,9,4,1
baton,baton3,19,10,5,2,4,0,0
baton,baton4,9,16,3,3,4,1,1
batter,batter,10,10,9,2,5,1,0
battery,battery,18,4,5,5,4,1,2
bazooka,bazooka,0,0,0,4,7,20,7
beachball,beachball,32,6,1,0,0,0,0
bead,bead,28,9,0,1,0,0,0
beaker,beaker,13,14,6,4,2,0,0
bean,bean,28,10,1,0,0,1,0
beanbag,beanbag,9,8,7,2,8,4,0
beanie,beanie,32,3,2,0,0,0,0
bear,bear,0,0,0,0,1,6,31
beard,beard,17,6,6,3,3,1,1
beaver,beaver,0,3,7,8,16,4,0
bed,bed,0,0,0,0,4,20,11
bedpan,bedpan,14,12,5,5,0,0,0
bedpost,bedpost,0,3,4,4,17,5,6
bee,bee,26,10,0,0,1,0,0
beehive,beehive,1,3,3,9,11,7,1
beer,beer,13,10,4,5,4,0,0
beet,beet,18,10,6,1,1,2,0
beetle,beetle,28,8,1,1,0,0,1
bell,bell,1,3,5,10,11,4,3
bell pepper,bell_pepper,19,15,0,1,0,0,1
belt,belt,16,15,2,3,1,1,0
belt buckle,belt_buckle,8,12,5,3,8,1,0
bench,bench,0,0,0,0,7,21,8
berry,berry,28,6,0,1,1,0,0
bib,bib,27,8,1,0,0,0,0
bike,bike,1,2,7,5,16,7,0
bikini,bikini,28,5,2,1,0,0,0
bin,bin,2,10,5,9,9,1,0
binder,binder,12,10,8,2,2,1,1
binoculars,binoculars,7,10,8,1,8,3,0
bird,bird,12,12,5,3,3,0,0
birdbath,birdbath,0,0,2,2,5,15,12
birdcage,birdcage,2,11,3,5,11,7,1
birdhouse,birdhouse,8,9,4,8,6,3,1
birthday cake,birthday_cake,11,11,6,7,4,0,0
biscuit,biscuit,24,11,2,0,2,0,0
bison,bison,0,0,0,0,0,6,31
blackberry,blackberry,30,6,2,0,0,0,0
blanket,blanket,11,7,4,7,6,1,1
blazer,blazer,15,15,4,1,2,0,0
blender,blender,4,5,11,4,10,4,0
blimp,blimp,1,2,0,2,1,6,27
blind,blind,12,13,5,4,3,0,0
blinder,blinder,10,10,6,4,4,1,0
blindfold,blindfold,25,9,1,0,0,1,0
block,block,5,6,6,9,7,3,0
blouse,blouse,25,12,2,0,0,0,0
blower,blower,0,1,6,2,14,13,2
blowfish,blowfish,6,14,8,7,2,0,0
blowgun,blowgun,9,12,9,1,2,1,1
blowtorch,blowtorch,6,8,7,2,13,1,0
blueberry,blueberry,27,8,1,0,1,0,1
boa,boa,24,5,3,3,0,0,0
boar,boar,0,0,0,0,5,16,19
board,board,0,2,0,2,25,9,1
board game,board_game,12,18,2,2,2,1,0
boat,boat,0,0,0,0,4,16,16
bobsled,bobsled,0,0,0,4,6,12,17
bok choy,bok_choy,9,19,6,2,1,0,0
bolo tie,bolo_tie,24,7,1,2,2,1,0
bologna,bologna,18,13,5,1,0,1,0
bolt,bolt,11,13,7,2,5,0,0
bomb,bomb,0,0,0,0,1,7,31
bone,bone,6,7,6,4,6,6,0
bongo,bongo,1,6,8,3,13,6,2
bonnet,bonnet,25,13,0,0,0,0,0
bonsai,bonsai,4,14,6,7,4,1,1
book,book,5,6,7,13,6,2,0
bookmark,bookmark,28,8,0,1,1,0,1
bookshelf,bookshelf,0,0,0,0,4,17,15
boomerang,boomerang,10,15,6,5,1,0,0
boot,boot,1,10,9,6,7,3,0
bottle,bottle,6,10,11,6,5,1,0
bottle opener,bottle_opener,16,15,2,1,1,0,0
boulder,boulder,0,0,0,0,1,4,35
bouquet,bouquet,13,16,4,2,1,1,0
bow,bow1,28,7,0,0,0,0,0
bow,bow2,3,5,8,5,16,1,0
bow,bow3,31,5,1,0,1,0,0
bowl,bowl,8,18,6,3,2,1,0
bowler hat,bowler_hat,19,14,2,0,0,0,0
bowling ball,bowling_ball,0,0,0,1,8,15,12
bowtie,bowtie,29,5,1,0,1,0,0
box,box,7,6,1,16,4,2,1
boxer shorts,boxer_shorts,28,8,1,1,0,0,0
boxing gloves,boxing_gloves,7,15,7,3,5,0,1
boy,boy,0,2,5,6,13,10,3
bra,bra,23,11,0,0,1,0,0
brace,brace,22,11,1,2,1,0,1
bracelet,bracelet1,31,6,0,0,0,0,0
bracelet,bracelet2,18,12,4,3,3,0,0
bracket,bracket,8,9,4,6,4,3,0
braid,braid,18,11,1,5,0,0,0
brake,brake,7,5,5,5,11,4,0
branch,branch,2,5,4,9,12,4,1
brass knuckles,brass_knuckles,2,4,4,3,15,7,3
bread,bread,21,7,6,1,1,0,0
breadbox,breadbox,2,8,5,4,13,6,1
breadstick,breadstick,21,9,3,3,1,1,0
breakfast,breakfast,11,10,6,6,5,1,0
breathalyzer,breathalyzer,17,12,3,2,1,1,1
brick,brick,0,1,1,2,15,15,6
briefcase,briefcase,4,6,6,8,10,3,0
broccoli,broccoli,19,14,1,1,2,0,0
brooch,brooch,17,10,2,1,4,1,0
broom,broom,14,19,1,1,3,1,0
brownie,brownie,23,9,3,0,1,0,1
brush,brush,17,9,5,1,1,0,0
brussels sprouts,brussels_sprouts,23,11,2,2,0,1,0
bubble,bubble,32,3,1,0,0,0,0
bubble wrap,bubble_wrap,32,3,1,1,0,0,0
bucket,bucket,6,12,5,6,5,0,1
buckle,buckle,14,11,5,4,3,2,0
buffet,buffet,1,2,3,6,5,12,6
bug,bug,27,9,1,0,0,0,0
buggy,buggy,0,0,0,0,0,16,20
bull,bull,0,0,0,0,0,1,38
bulldozer,bulldozer,0,0,0,1,0,3,32
bullet,bullet,16,7,6,1,3,3,0
bulletin board,bulletin_board,2,5,8,7,13,3,0
bulletproof vest,bulletproof_vest,2,5,1,0,17,11,0
bumper,bumper,1,1,3,1,13,13,7
bun,bun,30,5,0,1,0,0,0
bungee,bungee,21,14,2,0,0,0,0
bunkbed,bunkbed,0,0,0,0,1,16,23
buoy,buoy,4,4,12,10,3,5,2
burner,burner,8,8,7,4,5,4,2
burrito,burrito,14,9,6,4,3,0,0
bus,bus,0,0,0,1,0,0,37
bush,bush,0,3,2,5,16,9,4
butter,butter,12,10,8,4,2,0,0
butterfly,butterfly,34,3,1,0,0,1,0
button,button1,30,5,2,0,0,0,0
button,button2,24,4,4,5,0,0,0
cabbage,cabbage,13,11,7,1,5,1,0
cabinet,cabinet,0,0,0,1,7,13,17
cable,cable,7,4,9,9,8,0,0
cactus,cactus,0,3,2,7,8,11,5
cage,cage,1,1,6,6,11,9,2
cake,cake,8,8,4,8,7,2,0
cake mix,cake_mix,20,10,3,3,1,0,0
calamari,calamari,18,16,1,0,1,0,1
calculator,calculator,22,12,4,0,0,0,0
calf,calf1,0,0,0,0,6,15,13
calf,calf2,0,5,3,12,14,0,0
calzone,calzone,16,9,5,1,5,1,0
camcorder,camcorder,7,14,6,4,6,0,0
camel,camel,1,0,0,0,0,12,22
camera lens,camera_lens,14,11,2,2,9,0,0
camera,camera1,8,12,9,4,4,0,0
camera,camera2,2,3,3,5,18,7,1
camper,camper,1,0,0,0,0,5,32
can,can,15,14,3,3,3,0,0
can opener,can_opener,16,13,3,2,4,0,1
candelabra,candelabra,3,8,9,3,10,6,1
candle,candle,10,15,6,5,1,0,0
candlestick,candlestick,2,8,10,5,11,4,0
candy,candy,12,10,4,5,1,1,0
candy bar,candy_bar,23,12,2,1,0,0,1
candy cane,candy_cane,26,8,2,0,0,0,0
cane,cane,13,14,4,4,1,0,0
canister,canister,5,5,8,9,9,2,0
cannon,cannon,0,0,0,0,0,2,36
cannonball,cannonball,0,0,0,0,1,12,24
canoe,canoe,0,1,3,0,4,15,15
cantaloupe,cantaloupe,6,8,3,4,13,1,2
canvas,canvas,9,17,6,2,4,1,0
cap,cap,30,6,0,0,2,0,1
cape,cape,13,12,7,2,2,0,0
car,car,2,0,0,0,0,5,31
car door,car_door,0,0,1,1,9,21,5
car seat,car_seat,0,2,2,3,14,9,8
caramel,caramel,21,11,2,3,1,0,0
card,card,35,2,0,0,0,0,1
cardboard,cardboard,12,22,3,1,0,0,0
cardigan,cardigan,19,12,5,0,0,0,0
cardinal,cardinal,21,13,3,0,2,0,0
carousel,carousel,0,0,0,1,0,2,34
carriage,carriage,0,0,1,1,2,12,23
carrot,carrot,23,10,2,1,1,0,0
cart,cart,0,1,1,2,7,16,9
cash machine,cash_machine,0,0,0,0,1,6,27
cash register,cash_register,2,3,3,3,9,11,5
cashew,cashew,29,6,0,0,2,0,0
casserole,casserole,7,6,10,4,9,0,1
cassette,cassette,29,10,0,0,0,0,0
cat,cat,4,7,14,3,8,1,2
catapult,catapult,1,0,0,0,0,11,26
caterpillar,caterpillar,25,8,1,0,0,0,0
catfish,catfish,1,6,6,11,12,3,0
cauliflower,cauliflower,14,15,7,1,3,0,0
caviar,caviar,23,12,3,0,1,0,0
cd player,cd_player,15,13,4,1,0,0,0
celery,celery,19,13,1,2,1,1,1
cello,cello,0,3,6,4,13,9,3
cellphone,cellphone,19,11,5,1,1,0,0
cement mixer,cement_mixer,1,0,0,0,1,9,27
centerpiece,centerpiece,0,3,2,7,15,8,2
centrifuge,centrifuge,1,1,0,2,11,13,9
cereal,cereal,26,8,2,1,0,0,0
chain,chain,0,0,2,0,14,17,7
chainsaw,chainsaw,0,0,1,1,14,16,6
chair,chair,0,6,8,10,9,4,0
chalice,chalice,1,4,5,4,15,6,1
chalk,chalk,21,11,5,1,0,0,0
chalkboard,chalkboard,0,0,3,2,14,13,7
champagne,champagne,17,13,3,1,0,2,0
chandelier,chandelier,0,0,1,1,1,16,19
chaps,chaps,9,3,2,8,10,4,0
charcoal,charcoal,7,6,10,2,5,7,1
charger,charger,26,8,0,2,2,0,0
chariot,chariot,0,0,0,0,0,13,24
checkbook,checkbook,25,9,0,1,0,0,1
checkers,checkers,13,17,5,1,0,1,0
cheese,cheese,5,5,11,6,7,1,3
cheeseburger,cheeseburger,20,12,3,2,2,0,0
cheesecake,cheesecake,16,10,3,5,2,1,0
cheetah,cheetah,0,0,0,2,6,18,14
cherry,cherry,27,9,1,0,1,0,1
chess piece,chess_piece,24,10,1,2,1,0,0
chessboard,chessboard,11,7,9,4,3,2,0
chest,chest1,3,2,3,9,12,6,1
chest,chest2,0,0,0,3,9,17,8
chick,chick,33,4,0,2,0,0,0
chicken wire,chicken_wire,8,14,6,3,5,1,0
chicken,chicken1,5,15,8,5,3,1,0
chicken,chicken2,7,11,9,5,4,0,0
chickpea,chickpea,26,5,1,3,1,1,0
chihuahua,chihuahua,11,20,6,1,0,0,0
chili,chili,11,13,5,4,2,2,0
chime,chime,0,4,1,7,18,4,1
chimney,chimney,0,0,0,0,1,9,29
chin,chin,11,14,4,4,1,1,1
chinaware,chinaware,6,7,5,2,11,8,1
chinchilla,chinchilla,10,12,5,2,1,0,0
chip,chip,29,10,0,0,0,0,0
chipmunk,chipmunk,24,12,1,0,1,0,0
chips,chips,30,8,1,0,0,0,0
chisel,chisel,8,9,9,6,3,4,0
chive,chive,24,11,1,1,1,1,0
chocolate,chocolate,19,12,3,2,0,0,0
chopsticks,chopsticks,29,8,0,0,0,0,0
christmas card,christmas_card,30,7,1,1,0,0,0
christmas tree,christmas_tree,0,0,0,2,9,16,7
chute,chute,0,1,1,4,9,17,4
cigar,cigar,24,8,0,0,0,1,0
cigarette,cigarette,27,9,0,0,0,0,1
cigarette butt,cigarette_butt,30,6,0,0,0,0,0
cigarette holder,cigarette_holder,22,11,2,1,0,0,0
cilantro,cilantro,30,8,0,0,0,0,0
cinnamon,cinnamon,30,7,2,0,0,0,0
clam,clam,22,12,1,1,1,0,0
clarinet,clarinet,12,11,4,2,7,0,0
clasp,clasp,17,11,3,6,3,0,0
clay,clay,4,4,3,3,12,7,2
cleat,cleat,16,8,5,2,4,1,0
cleaver,cleaver,3,11,7,3,10,3,0
clipboard,clipboard,19,13,3,0,1,0,0
clipper,clipper1,4,11,7,2,11,2,0
clipper,clipper2,24,12,0,0,1,1,0
cloak,cloak,8,16,5,3,5,0,0
clock,clock,1,1,1,6,16,10,3
closet,closet,2,0,0,7,8,11,8
clothes,clothes,8,15,3,3,4,0,0
clothesline,clothesline,16,11,4,0,3,1,0
clothespin,clothespin,29,7,0,0,0,1,0
cloud,cloud,16,10,2,6,1,1,1
clove,clove,29,6,0,0,0,0,0
clover,clover,30,7,1,0,0,0,0
coal,coal,6,8,5,4,6,6,1
coaster,coaster,24,9,1,2,0,0,0
coat,coat,8,9,6,3,8,3,0
coat rack,coat_rack,4,3,3,1,16,9,3
cobra,cobra,6,11,6,2,10,0,0
cockatoo,cockatoo,10,17,8,1,2,1,0
cockroach,cockroach,28,9,0,1,0,0,0
cocktail,cocktail,22,12,3,0,1,0,0
coconut,coconut,4,6,8,4,11,2,2
cocoon,cocoon,24,8,2,1,0,2,0
coffee,coffee,22,8,0,3,0,2,0
coffee bean,coffee_bean,22,10,1,0,0,2,0
coffee filter,coffee_filter,32,3,1,0,0,0,0
coffee pot,coffee_pot,10,14,3,3,6,0,0
coffee table,coffee_table,0,1,0,3,16,15,2
coffeemaker,coffeemaker,4,6,12,1,11,1,0
coffin,coffin,0,0,0,0,7,17,15
coil,coil,2,5,4,6,12,5,2
coin,coin,15,14,5,2,1,1,0
coleslaw,coleslaw,17,16,3,1,1,0,0
collar,collar,12,18,5,2,0,1,0
column,column,0,1,0,1,3,8,23
comb,comb,31,4,1,0,0,0,0
combination lock,combination_lock,9,7,5,2,11,4,0
comic book,comic_book,24,9,2,0,2,0,1
compass,compass,15,13,3,3,0,1,0
compost,compost,0,7,4,7,10,8,3
computer,computer,0,0,1,5,11,18,3
computer screen,computer_screen,0,7,9,4,13,4,0
confetti,confetti,32,6,0,1,0,0,0
contact lens,contact_lens,31,6,1,0,0,0,0
container,container,1,0,0,0,0,3,32
cooker,cooker,2,11,6,0,20,1,0
cookie,cookie,28,6,2,0,0,0,0
cookie cutter,cookie_cutter,28,6,0,1,0,0,1
cookie sheet,cookie_sheet,15,14,6,0,2,1,0
cooler,cooler,0,5,6,5,10,9,3
coop,coop,0,0,0,0,5,18,13
copier,copier,0,1,0,0,1,11,23
coral,coral,0,5,2,9,5,13,3
cord,cord,21,11,3,2,0,0,0
cordon bleu,cordon_bleu,13,19,1,3,0,1,1
cork,cork,28,5,0,1,0,0,2
corkboard,corkboard,9,11,9,3,4,1,1
corkscrew,corkscrew,23,12,1,0,0,0,0
corn,corn,18,9,5,3,3,0,0
cornbread,cornbread,22,11,1,1,2,1,0
cornhusk,cornhusk,25,7,4,0,1,0,0
cornmeal,cornmeal,12,13,6,2,4,0,0
cornucopia,cornucopia,4,4,2,6,14,7,0
corsage,corsage,25,9,2,2,0,0,0
corset,corset,17,9,4,4,1,1,0
costume,costume,13,10,5,4,4,1,0
cot,cot,4,11,7,2,9,5,0
cotton candy,cotton_candy,35,1,0,1,0,0,0
couch,couch,0,0,0,0,2,19,16
cougar,cougar,0,0,0,0,3,15,21
counter,counter,0,0,0,0,3,17,17
coverall,coverall,9,16,8,1,2,0,0
cow,cow,0,0,0,0,0,9,31
coyote,coyote,0,1,6,3,15,9,4
crab,crab,11,11,9,2,2,2,0
cracker,cracker,21,13,1,0,0,0,0
cranberry,cranberry,22,12,0,1,0,0,0
crane,crane,0,0,0,0,0,6,32
crank,crank,3,9,3,5,10,8,0
crate,crate,0,0,0,0,5,18,14
crayfish,crayfish,26,9,3,0,0,1,0
crayon,crayon,29,7,1,1,0,0,0
cream,cream,19,12,5,1,0,0,0
cream cheese,cream_cheese,14,14,4,2,5,1,0
credit card,credit_card,37,3,0,0,0,0,0
creme brulee,creme_brulee,17,15,4,1,2,0,0
crepe,crepe,29,8,0,2,0,0,0
crib,crib,1,0,2,0,12,16,7
croissant,croissant,18,11,4,2,1,1,0
cross,cross,9,3,1,15,4,4,0
crossbow,crossbow,2,5,4,3,10,11,1
crouton,crouton,30,8,0,0,0,0,0
crow,crow,15,17,3,2,2,0,0
crowbar,crowbar,0,2,5,1,16,12,1
crown,crown,2,3,4,6,15,5,2
crucifix,crucifix,1,0,0,7,9,11,7
cruise ship,cruise_ship,1,0,0,0,0,0,36
crumb,crumb,32,2,1,2,0,0,0
crutch,crutch,10,13,8,3,5,0,0
crystal ball,crystal_ball,5,4,2,3,13,6,4
crystal,crystal1,5,4,6,3,13,1,2
crystal,crystal2,2,3,10,7,15,1,0
cuckoo clock,cuckoo_clock,1,2,5,3,14,9,4
cucumber,cucumber,10,16,8,1,4,0,0
cufflink,cufflink,22,10,2,2,3,0,0
cummerbund,cummerbund,23,11,0,0,1,0,0
cup,cup,18,12,5,0,1,0,0
