Word,uniqueID,heavy_freq_1,heavy_freq_2,heavy_freq_3,heavy_freq_4,heavy_freq_5,heavy_freq_6,heavy_freq_7
cupcake,cupcake,28,10,0,1,0,0,1
curb,curb,1,2,0,9,3,11,11
curling iron,curling_iron,11,18,4,0,5,0,0
curry,curry,17,13,4,2,1,1,0
curtain,curtain,8,10,6,9,3,0,0
cushion,cushion,16,12,5,0,1,0,0
cutting board,cutting_board,8,8,11,3,5,2,0
cymbal,cymbal,4,9,9,1,8,5,2
dagger,dagger,2,7,11,7,11,2,0
daisy,daisy,27,6,2,0,2,0,0
dalmatian,dalmatian,1,3,1,2,15,12,1
dandelion,dandelion,37,1,0,0,0,0,0
dart,dart,23,10,3,0,1,1,0
dartboard,dartboard,4,12,10,4,6,2,0
dashboard,dashboard,2,7,3,5,4,14,4
deer,deer,0,0,0,0,7,16,15
defibrillator,defibrillator,4,4,7,4,16,3,1
denture,denture,24,11,2,1,0,0,0
deodorant,deodorant,30,4,3,0,0,0,0
desk,desk,0,0,0,1,7,18,11
dessert,dessert,21,11,3,1,1,0,0
detonator,detonator,2,9,4,9,9,4,1
dial,dial,18,6,8,1,5,0,0
diamond,diamond,9,13,6,3,7,0,1
diaper,diaper,20,12,2,2,2,1,0
dice,dice,29,9,0,1,0,0,0
dip,dip,17,8,5,4,0,1,1
dirt bike,dirt_bike,1,0,0,0,2,21,15
dish,dish,10,8,4,9,5,2,0
dishrag,dishrag,26,11,0,2,0,0,0
dishwasher,dishwasher,1,0,0,0,3,15,19
dishwashing liquid,dishwashing_liquid,22,9,2,4,1,0,0
diskette,diskette,22,7,2,1,1,0,1
diving board,diving_board,1,10,3,2,8,9,5
dog,dog,0,1,1,14,12,7,1
dogfood,dogfood,8,8,7,3,5,3,0
doghouse,doghouse,0,0,2,2,14,10,11
doily,doily,34,5,0,0,0,0,0
doll,doll,18,12,5,2,0,0,0
dollhouse,dollhouse,0,2,5,3,15,7,4
dolly,dolly,0,1,6,4,14,9,5
dolphin,dolphin,0,0,0,0,7,12,20
domino,domino,21,9,4,1,0,1,0
donkey,donkey,1,0,0,2,10,11,15
donut,donut,24,9,1,0,0,0,0
door,door,0,0,1,1,10,20,6
doorbell,doorbell,16,14,0,5,1,0,0
doorhandle,doorhandle,11,16,3,2,1,2,1
doorknob,doorknob,12,14,4,5,3,0,0
doorknocker,doorknocker,2,11,6,3,10,4,0
doormat,doormat,17,10,7,1,2,0,0
doorstop,doorstop,22,9,3,4,0,0,0
dough,dough,8,10,9,4,3,0,1
dragonfly,dragonfly,26,8,0,0,1,0,0
drain,drain,8,8,3,7,2,5,3
drawer,drawer,0,3,5,4,15,10,2
dreidel,dreidel,25,7,1,1,2,0,0
dress,dress,11,12,6,4,2,0,1
dresser,dresser,0,0,0,0,6,17,14
drill,drill,1,3,12,1,13,3,2
drink,drink,14,14,7,2,1,0,0
drum,drum,2,1,7,4,17,4,3
drumstick,drumstick,25,8,3,1,0,0,0
dryer,dryer,0,0,0,1,0,8,29
duck,duck,10,14,6,5,3,0,0
duckling,duckling,23,9,1,1,3,0,1
duct,duct,0,1,3,4,7,10,14
duct tape,duct_tape,18,15,2,0,2,0,1
duffel bag,duffel_bag,4,6,4,13,7,4,0
dumbbell,dumbbell,0,0,0,1,2,15,20
dumbwaiter,dumbwaiter,0,0,0,2,2,17,14
dumpling,dumpling,20,12,2,0,1,1,0
dumpster,dumpster,0,0,0,0,1,4,31
duster,duster,22,10,2,2,1,0,0
dustpan,dustpan,20,14,1,1,1,0,0
dynamite,dynamite,3,5,6,6,15,0,3
eagle,eagle,2,2,6,7,16,4,1
ear,ear,18,15,3,1,1,0,0
earplug,earplug,31,7,0,1,0,0,0
earring,earring,24,9,1,4,2,0,0
earwig,earwig,31,5,0,0,0,0,0
easel,easel,2,6,10,6,11,3,0
easter egg,easter_egg,25,10,1,1,0,0,0
eclair,eclair,19,11,2,1,1,1,0
eel,eel,4,3,8,9,11,2,0
egg,egg,20,12,2,1,0,0,0
egg roll,egg_roll,20,13,3,1,1,0,0
eggbeater,eggbeater,23,11,2,1,0,1,0
eggnog,eggnog,16,11,2,3,7,1,0
eggplant,eggplant,13,12,8,3,2,0,0
eggshell,eggshell,32,7,0,0,0,0,0
elbow,elbow,6,12,5,8,4,3,0
electric chair,electric_chair,0,0,0,1,2,20,14
elephant,elephant,1,0,0,0,0,2,34
emerald,emerald,6,7,6,10,6,3,0
enchilada,enchilada,20,9,2,2,6,0,0
engine,engine,0,0,0,0,1,6,32
envelope,envelope,27,9,1,1,0,0,0
eraser,eraser,31,6,1,0,0,0,0
espresso,espresso,18,13,6,1,0,0,0
exerciser,exerciser,5,4,6,3,14,5,1
exhaust pipe,exhaust_pipe,1,3,4,4,11,12,1
extinguisher,extinguisher,2,0,4,0,12,14,4
eye,eye,18,16,2,1,1,0,0
eye patch,eye_patch,28,5,1,1,0,1,0
eyedropper,eyedropper,25,9,1,0,0,0,0
eyeliner,eyeliner,29,5,1,0,1,0,0
eyepiece,eyepiece,29,9,0,1,0,0,0
face,face,3,9,3,14,4,4,1
face mask,face_mask,10,7,4,6,9,2,0
fan,fan,0,6,7,4,14,4,2
fast food,fast_food,13,11,5,2,3,0,1
faucet,faucet,4,13,6,5,10,0,0
feather,feather,38,1,0,0,1,0,0
fence,fence,1,2,0,1,12,14,8
fencepost,fencepost,1,0,4,5,15,10,3
fern,fern,17,10,4,3,1,0,0
ferret,ferret,12,19,6,3,0,0,0
ferris wheel,ferris_wheel,1,0,0,1,0,3,31
ferry,ferry,0,0,0,0,0,3,31
fig,fig,21,7,8,0,0,0,0
figurine,figurine,3,10,7,11,5,4,0
file,file1,12,16,5,1,0,0,1
file,file2,15,8,6,4,1,1,0
filing cabinet,filing_cabinet,0,0,0,0,1,20,16
film,film,29,6,3,1,0,0,0
filter,filter,13,8,7,3,3,0,0
finger,finger,22,11,2,2,0,0,0
fingerprint,fingerprint,27,9,0,0,1,0,0
fire,fire,14,9,5,10,1,1,0
fire alarm,fire_alarm,15,13,3,2,1,4,0
fire hydrant,fire_hydrant,0,0,0,0,5,12,23
fire pit,fire_pit,0,0,1,1,14,13,10
firecracker,firecracker,17,10,4,4,1,0,0
fireplace,fireplace,1,0,0,1,5,13,17
firetruck,firetruck,0,0,0,0,0,2,32
firewood,firewood,0,0,2,3,8,15,6
fireworks,fireworks,8,13,5,5,5,2,0
first-aid kit,first-aid_kit,13,12,6,4,3,0,0
fish,fish,6,17,6,4,3,1,0
fishbowl,fishbowl,3,8,5,5,9,6,2
fishhook,fishhook,26,4,2,0,1,0,0
fishing pole,fishing_pole,10,13,3,2,6,0,1
fishnet stockings,fishnet_stockings,27,7,0,0,1,0,0
flag,flag,19,9,5,4,1,0,0
flagpole,flagpole,0,1,1,1,2,14,17
flamethrower,flamethrower,1,2,0,2,14,16,3
flamingo,flamingo,2,7,7,4,9,5,0
flan,flan,21,14,1,1,1,0,0
flashbulb,flashbulb,19,12,0,4,1,1,0
flashlight,flashlight,10,9,7,2,10,1,0
flask,flask,14,17,3,3,2,0,0
flatiron,flatiron,17,12,5,2,1,0,0
flip-flop,flip_flop,25,6,0,1,0,0,0
flipper,flipper,15,16,2,2,4,0,0
float,float,22,10,6,0,1,0,0
floss,floss,33,1,1,1,0,0,0
flour,flour,9,5,4,5,10,3,1
flower,flower,29,7,1,0,0,1,0
flute,flute,8,25,4,0,1,0,0
fly,fly,34,4,0,0,0,0,0
flypaper,flypaper,27,9,0,2,0,0,0
flyswatter,flyswatter,25,6,2,1,0,0,1
foam,foam,26,9,0,0,2,1,0
folder,folder,22,7,0,3,2,0,0
fondue,fondue,21,10,3,3,1,0,0
food processor,food_processor,7,8,9,3,9,2,0
foot,foot,7,11,8,11,2,1,0
football,football,16,10,5,0,3,0,1
football helmet,football_helmet,4,8,8,6,11,3,0
footbath,footbath,2,0,4,3,15,11,0
footprint,footprint,23,7,2,5,0,0,0
footrest,footrest,3,4,11,6,8,6,1
fork,fork,15,13,4,2,1,0,0
forklift,forklift,0,0,0,0,0,5,30
fossil,fossil,0,6,2,14,9,3,1
fountain pen,fountain_pen,26,7,1,1,0,0,0
fox,fox,0,5,8,4,14,6,1
frame,frame,12,8,2,8,7,1,0
freezer,freezer,0,0,0,0,0,6,33
french fries,french_fries,23,9,2,2,2,0,0
french horn,french_horn,4,6,4,5,10,7,2
frisbee,frisbee,27,8,2,1,0,0,0
frog,frog,16,12,3,2,5,0,0
fruit,fruit,2,11,9,10,6,0,0
fruitcake,fruitcake,17,4,5,3,9,0,0
fudge,fudge,15,13,6,0,3,1,0
fungus,fungus,21,10,4,4,1,0,0
funnel,funnel,29,7,1,0,0,0,0
fur coat,fur_coat,3,7,5,3,8,10,1
furnace,furnace,0,0,0,2,0,9,26
fuse,fuse,22,10,1,1,1,0,0
gallows,gallows,0,2,0,1,3,11,22
game,game,14,11,5,2,5,0,0
garbage,garbage,1,1,2,15,8,8,4
garbage truck,garbage_truck,0,0,0,0,0,5,30
gargoyle,gargoyle,0,0,0,0,4,11,24
garlic,garlic,24,9,2,0,0,0,0
garter,garter,28,7,1,0,1,0,1
gas mask,gas_mask,12,9,8,4,6,0,0
gasket,gasket,10,12,1,3,9,3,0
gate,gate,0,0,0,1,4,15,17
gauge,gauge,6,15,10,4,1,1,1
gauze,gauze,28,8,1,0,0,0,0
gavel,gavel,7,11,8,5,4,2,0
gazelle,gazelle,0,0,2,2,15,13,5
gear,gear,2,3,4,7,14,6,3
gearshift,gearshift,11,11,3,8,5,1,0
gel,gel,18,12,5,1,0,0,1
gem,gem,8,11,5,6,3,0,1
generator,generator,0,0,0,0,0,17,21
gift,gift,1,7,4,22,3,1,0
ginger,ginger,18,14,3,3,1,0,0
gingerbread man,gingerbread_man,24,10,1,1,0,0,0
giraffe,giraffe,0,0,0,1,2,7,27
girl,girl,1,1,3,17,11,5,1
glass,glass,13,12,4,6,3,0,0
glasses,glasses,24,12,1,0,0,0,0
globe,globe,4,8,12,7,5,0,0
glove,glove,22,11,4,2,0,0,0
glue,glue,24,5,3,2,1,1,0
go-kart,go-kart,0,0,0,0,2,17,19
goalpost,goalpost,0,0,1,0,1,12,26
goat,goat,0,0,0,2,11,15,9
goblet,goblet,3,6,9,5,16,1,0
goggles,goggles,28,4,2,0,1,0,0
gold,gold,1,3,4,4,7,8,13
goldfish,goldfish,28,8,1,1,0,0,0
golf cart,golf_cart,0,0,0,0,3,16,19
golf club,golf_club,6,3,10,2,9,2,0
gondola,gondola,0,0,1,2,2,18,15
gong,gong,0,1,1,0,7,13,17
goose,goose,5,7,5,3,15,5,0
gopher,gopher,6,12,14,3,3,0,0
gorilla,gorilla,0,0,0,0,0,10,28
gourd,gourd,2,6,5,4,9,11,0
graffiti,graffiti,28,4,1,3,1,0,0
grain,grain,19,11,3,4,2,0,0
gramophone,gramophone,0,2,3,2,11,13,4
granite,granite,0,0,0,0,1,8,30
granola,granola,19,10,3,2,1,1,1
grape,grape,25,9,3,0,0,0,0
grapefruit,grapefruit,15,12,6,3,1,0,0
grapevine,grapevine,1,4,8,6,10,9,1
grass,grass,18,10,2,5,0,0,1
grasshopper,grasshopper,32,4,0,0,0,0,0
grate,grate,0,0,1,1,11,16,10
grater,grater,20,6,4,3,4,0,0
gravel,gravel,1,3,2,4,13,6,7
gravestone,gravestone,0,0,0,0,2,8,27
gravy,gravy,14,13,4,4,2,0,0
green beans,green_beans,26,12,1,0,1,0,0
grenade,grenade,8,8,9,2,7,4,0
grill,grill,1,2,3,1,9,9,11
grille,grille,0,0,3,0,15,16,6
grinder,grinder,2,3,2,0,14,15,2
grits,grits,19,12,2,0,2,0,0
groundhog,groundhog,2,12,3,5,12,1,1
guacamole,guacamole,19,9,5,1,2,0,0
guardrail,guardrail,0,0,2,0,3,14,19
guillotine,guillotine,0,0,1,0,2,14,21
guinea pig,guinea_pig,13,14,4,3,1,0,0
guitar,guitar,5,11,5,1,17,0,0
gum,gum,30,9,0,0,0,0,0
gumball,gumball,31,5,2,0,1,0,0
gumdrop,gumdrop,26,7,2,1,0,0,0
gun,gun,5,5,10,1,11,5,1
gurney,gurney,1,1,2,1,13,16,5
gutter,gutter,5,3,8,3,9,6,2
gyro,gyro,22,11,4,0,1,1,0
gyroscope,gyroscope,12,9,4,10,2,2,0
hail,hail,5,10,7,7,4,4,0
hair,hair,16,11,5,4,3,0,1
hairbrush,hairbrush,23,15,2,0,0,0,0
hairdryer,hairdryer,13,11,5,7,1,1,0
hairnet,hairnet,31,4,1,0,0,0,0
hairpin,hairpin,29,6,2,1,0,0,0
hairspray,hairspray,23,9,3,0,1,0,0
ham,ham,4,11,5,2,9,6,1
hamburger,hamburger,24,10,1,1,1,1,0
hammer,hammer,4,3,3,4,14,7,1
hammock,hammock,7,15,4,2,8,1,0
hamster,hamster,20,14,1,2,1,0,0
hand,hand,7,12,9,3,5,2,0
handbrake,handbrake,15,9,1,7,3,2,0
handcuff,handcuff,9,15,6,2,3,0,0
handkerchief,handkerchief,35,3,0,0,0,0,0
handle,handle,11,12,8,4,3,1,0
handlebar,handlebar,6,14,7,2,5,0,1
handprint,handprint,28,5,1,2,1,0,0
hanger,hanger,26,10,1,0,0,0,0
hard disk,hard_disk,10,10,7,7,1,2,0
harmonica,harmonica,24,10,1,1,0,0,0
harness,harness,10,13,5,6,2,2,0
harp,harp,0,0,0,1,7,12,15
hash,hash,15,16,1,4,2,0,0
hat,hat,23,10,0,1,2,0,0
hatbox,hatbox,14,13,3,2,2,1,0
hatchet,hatchet,0,5,6,4,18,5,0
hawk,hawk,1,5,7,6,11,5,0
hay,hay,8,9,3,3,6,8,1
headband,headband,28,6,3,1,0,0,0
headdress,headdress,4,7,8,6,9,4,0
headlamp,headlamp,14,12,6,3,1,1,0
headlight,headlight,3,15,7,3,4,1,0
headphones,headphones,14,14,4,3,1,0,0
headrest,headrest,12,11,7,3,3,1,1
headscarf,headscarf,25,10,2,1,0,0,0
headset,headset,20,14,1,2,1,0,1
hearing aid,hearing_aid,25,10,0,2,0,0,0
hearse,hearse,0,0,0,1,1,2,33
heater,heater,1,1,9,6,14,6,2
hedge,hedge,1,4,3,6,9,10,7
hedgehog,hedgehog,9,14,8,5,3,0,0
helicopter,helicopter,0,0,0,0,0,1,38
helmet,helmet,9,6,8,4,10,2,0
highchair,highchair,2,4,9,2,14,5,0
highlighter,highlighter,31,7,0,0,0,0,0
hinge,hinge,13,14,5,3,3,1,0
hip,hip,1,5,9,12,9,3,1
hippopotamus,hippopotamus,1,0,0,0,0,2,34
hobbyhorse,hobbyhorse,12,15,10,1,1,0,0
hockey stick,hockey_stick,7,13,9,2,6,1,0
hoe,hoe,6,7,11,0,11,2,0
hole,hole,20,6,0,9,0,0,0
holster,holster,18,15,3,1,3,0,0
home plate,home_plate,10,14,3,3,3,2,1
honey,honey,15,11,2,4,3,1,1
honeycomb,honeycomb,5,11,6,7,7,0,0
honeypot,honeypot,7,8,7,4,9,3,0
hood,hood,18,11,1,2,1,1,0
hoodie,hoodie,10,17,4,4,2,0,0
hook,hook1,16,10,10,1,1,1,0
hook,hook2,10,7,5,9,4,1,1
hookah,hookah,1,8,8,4,12,4,0
hopscotch,hopscotch,24,7,1,3,0,0,0
horn,horn,4,11,6,6,6,0,1
horse,horse,1,0,0,0,1,14,22
horseshoe,horseshoe,3,5,6,3,13,8,0
hose,hose,1,6,10,4,9,7,0
hot-air balloon,hot-air_balloon,1,2,1,0,7,8,16
hot-water bottle,hot-water_bottle,8,9,6,3,5,2,0
hot chocolate,hot_chocolate,15,13,6,1,1,0,1
hot tub,hot_tub,2,0,0,0,2,8,25
hotdog,hotdog,28,7,2,1,0,0,1
hotplate,hotplate,5,5,12,2,6,3,2
hourglass,hourglass,8,7,8,4,5,4,0
hovercraft,hovercraft,0,0,0,0,0,7,31
hubcap,hubcap,6,7,5,4,10,5,1
hula hoop,hula_hoop,24,10,2,0,0,0,0
hummingbird,hummingbird,27,9,1,0,0,0,0
hummus,hummus,20,12,2,1,3,1,0
humvee,humvee,0,0,0,1,0,4,33
hydrant,hydrant,0,0,0,0,2,15,23
hyena,hyena,1,1,6,4,12,8,4
ice,ice,2,2,7,5,13,7,2
ice-cream cone,ice-cream_cone,27,7,0,2,0,1,0
ice cream,ice_cream,11,14,5,2,4,0,1
ice cube,ice_cube,16,9,5,4,4,0,0
ice pack,ice_pack,14,10,3,3,6,2,0
icemaker,icemaker,2,5,7,4,9,7,2
icepick,icepick,15,7,2,4,4,3,0
iceskate,iceskate,6,10,10,0,7,3,2
icicle,icicle,5,11,7,8,5,3,0
iguana,iguana,3,13,5,5,12,1,0
incense,incense,28,4,4,0,1,0,0
incubator,incubator,0,1,6,9,12,9,2
inhaler,inhaler,27,9,2,0,0,0,0
ink,ink,20,11,2,0,3,1,0
inkwell,inkwell,9,12,5,6,4,1,0
insole,insole,28,5,1,1,1,0,0
iron,iron,5,10,1,3,15,4,0
ironing board,ironing_board,1,7,9,7,9,3,0
ivy,ivy,16,13,3,4,0,1,0
jack,jack,0,0,1,2,8,18,8
jacket,jacket,9,13,5,7,5,0,0
jackhammer,jackhammer,1,0,0,1,1,14,16
jalapeno,jalapeno,23,9,5,1,0,0,0
jam,jam,19,14,0,1,3,1,0
jar,jar,8,7,5,7,7,3,0
javelin,javelin,6,10,6,5,7,0,3
jeans,jeans,16,14,2,3,2,1,0
jeep,jeep,0,0,0,0,0,7,31
jelly bean,jelly_bean,26,7,3,0,0,0,0
jellyfish,jellyfish,14,13,5,2,2,0,0
jersey,jersey,17,15,4,0,1,0,0
jet,jet,0,0,0,0,0,4,33
jetski,jetski,0,0,0,1,2,10,26
jewel,jewel,20,9,3,2,2,0,0
jewelry,jewelry,13,6,7,7,5,0,0
jigsaw puzzle,jigsaw_puzzle,19,12,2,1,1,0,0
joystick,joystick,15,16,3,3,2,0,0
jug,jug,1,3,6,1,19,8,1
juice,juice,12,17,4,2,1,1,0
juicer,juicer1,25,6,1,1,1,0,0
juicer,juicer2,1,6,7,5,14,6,0
jukebox,jukebox,0,0,0,0,2,10,25
jump rope,jump_rope,29,8,2,0,0,0,0
jumpsuit,jumpsuit,12,13,5,5,2,0,0
kale,kale,19,17,0,1,0,0,0
kaleidoscope,kaleidoscope,8,11,2,10,6,0,0
kangaroo,kangaroo,0,0,0,0,7,17,14
kayak,kayak,2,0,2,2,13,13,3
kazoo,kazoo,25,9,2,0,0,0,0
kebab,kebab,15,15,7,0,0,0,0
keg,keg,1,1,1,0,5,14,14
ketchup,ketchup,16,14,5,2,1,0,0
kettle,kettle,7,16,8,2,3,0,0
key,key,25,5,5,1,2,0,0
keyboard,keyboard,0,0,2,6,12,12,4
keyhole,keyhole,19,10,1,4,1,0,0
kilt,kilt,15,12,2,4,2,0,0
kimono,kimono,10,14,4,3,3,2,0
kite,kite,27,8,1,1,0,0,0
kitten,kitten,11,14,8,3,4,0,0
kiwi,kiwi,25,10,1,1,1,0,0
knee,knee,6,11,5,9,4,1,0
kneepad,kneepad,19,15,1,1,0,1,0
knife,knife,13,10,5,5,2,1,0
knitting,knitting,20,10,1,2,2,0,0
knitting needle,knitting_needle,20,11,4,2,0,0,0
knob,knob,10,16,5,2,4,0,1
knot,knot,13,9,5,9,2,1,1
koala,koala,1,5,9,4,13,2,3
lab coat,lab_coat,20,14,2,3,1,0,0
ladder,ladder,0,0,5,3,11,12,2
ladle,ladle,17,7,6,2,2,1,0
ladybug,ladybug,30,6,0,0,0,0,0
lamb,lamb,0,3,5,2,14,9,4
lamb chop,lamb_chop,10,16,5,1,6,0,0
lamp,lamp,5,4,9,9,9,2,0
lamppost,lamppost,0,0,1,1,5,15,16
lampshade,lampshade,20,13,5,1,1,0,0
landmine,landmine,0,4,4,6,9,7,3
lantern,lantern,2,13,8,3,6,3,0
lanyard,lanyard,27,8,0,2,0,0,0
laptop,laptop,4,6,9,8,7,1,0
lasagna,lasagna,6,10,6,2,9,3,1
laser pointer,laser_pointer,23,9,2,0,0,0,1
latch,latch,8,8,4,6,8,2,1
latte,latte,19,14,1,1,1,1,0
laundry basket,laundry_basket,12,14,3,3,5,0,0
lava,lava,0,1,1,8,9,11,8
lavender,lavender,17,15,2,1,1,1,0
lawnmower,lawnmower,0,0,0,0,8,20,9
leaf,leaf,34,3,0,0,0,0,0
leash,leash,20,12,2,2,0,0,0
lectern,lectern,0,1,2,1,10,15,6
leech,leech,23,11,2,2,0,0,0
leek,leek,19,10,2,2,0,1,0
leg,leg,0,1,3,3,14,15,4
leggings,leggings,26,11,0,1,0,0,0
lego,lego,23,12,1,1,1,0,1
lemon,lemon,20,13,7,0,0,0,0
lemonade,lemonade,17,12,4,3,2,0,0
lens,lens,22,9,2,1,2,1,0
leopard,leopard,0,0,1,0,6,21,12
leotard,leotard,23,13,0,0,0,0,0
letter opener,letter_opener,21,12,2,0,3,0,0
lettuce,lettuce,21,13,3,2,1,0,0
license plate,license_plate,22,9,2,1,4,0,0
licorice,licorice,20,11,2,0,3,1,0
lid,lid,32,7,0,0,0,0,0
life jacket,life_jacket,15,12,4,4,3,0,0
lifesaver,lifesaver,12,14,3,2,4,1,0
light switch,light_switch,26,9,1,2,1,0,0
lightbulb,lightbulb,28,8,1,0,0,0,0
