Word,uniqueID,lives_freq_1,lives_freq_2,lives_freq_3,lives_freq_4,lives_freq_5,lives_freq_6,lives_freq_7
sea urchin,sea_urchin,1,0,0,0,0,8,31
seafood,seafood,1,2,2,3,7,8,14
seagull,seagull,0,0,0,0,0,1,39
seahorse,seahorse,0,0,0,0,1,5,34
seal,seal,1,0,0,0,0,1,32
seaplane,seaplane,26,9,0,2,0,0,0
seatbelt,seatbelt,30,3,1,0,1,0,0
seaweed,seaweed,0,1,0,1,4,8,24
seed,seed,1,1,1,3,16,3,11
seesaw,seesaw,33,4,0,1,0,0,0
seismograph,seismograph,33,4,2,0,0,0,0
sequin,sequin,32,7,0,0,0,0,0
sewage,sewage,20,8,4,3,2,2,0
sewing kit,sewing_kit,31,2,0,1,0,0,0
sewing machine,sewing_machine,33,4,1,0,1,0,0
shaker,shaker,30,5,1,1,0,1,1
shark,shark,0,0,0,0,2,0,38
shaving cream,shaving_cream,32,5,2,0,0,1,0
shawl,shawl,30,6,1,0,1,0,0
shears,shears,31,3,0,2,0,0,0
sheath,sheath,34,2,1,1,0,0,0
sheep,sheep,0,0,0,0,0,3,34
sheet,sheet,31,6,0,0,1,0,0
shelf,shelf,29,4,0,2,0,0,0
shell,shell1,29,4,2,1,1,0,0
shell,shell2,6,12,2,6,7,2,2
shell,shell3,12,9,3,2,6,4,0
shield,shield,35,2,0,0,0,0,0
ship,ship,28,6,0,2,0,1,0
shirt,shirt,32,6,0,0,0,0,0
shoe,shoe,26,7,0,1,0,1,0
shoe polish,shoe_polish,25,8,0,3,0,0,0
shoehorn,shoehorn,29,5,0,0,0,0,0
shoelace,shoelace,30,6,0,2,0,0,0
shopping basket,shopping_basket,35,3,0,0,0,0,0
shopping cart,shopping_cart,33,4,0,0,1,1,0
shortbread,shortbread,27,7,0,0,1,1,0
shorts,shorts,32,6,0,0,0,0,0
shoulder,shoulder,4,0,0,4,4,12,15
shovel,shovel,33,2,3,1,0,0,0
shower,shower,28,7,0,0,0,0,0
shower cap,shower_cap,35,3,0,0,0,0,0
shower curtain,shower_curtain,33,5,0,0,0,0,0
showerhead,showerhead,33,4,1,0,0,1,0
shredder,shredder,31,5,1,0,0,0,0
shrimp,shrimp,0,0,0,1,1,6,29
shuffleboard,shuffleboard,31,6,1,1,0,0,0
shutter,shutter,27,7,0,1,0,0,0
sickle,sickle,26,9,0,0,1,1,0
sidecar,sidecar,30,4,1,0,0,0,0
sifter,sifter,29,4,1,0,0,0,0
silicone,silicone,32,5,0,0,0,0,1
silverware,silverware,32,6,0,0,1,0,0
sim card,sim_card,26,8,1,2,0,1,0
sink,sink,33,4,0,0,0,0,0
siren,siren,27,7,0,0,1,1,0
skateboard,skateboard,32,5,0,1,1,0,0
skeleton,skeleton,19,10,1,3,2,1,0
skewer,skewer,28,6,2,0,1,0,0
ski,ski,34,2,0,0,0,1,0
ski boots,ski_boots,31,3,1,0,1,0,0
ski lift,ski_lift,28,9,1,0,0,0,1
ski pole,ski_pole,32,4,0,0,1,0,0
skin,skin,0,0,0,1,5,11,20
skirt,skirt,33,3,0,3,0,0,0
skull,skull,13,3,1,8,3,3,5
skunk,skunk,0,0,0,0,1,1,36
sled,sled,26,8,1,0,2,1,1
sledgehammer,sledgehammer,32,3,0,1,1,0,0
sleeping bag,sleeping_bag,31,3,1,0,1,0,0
slicer,slicer,37,2,1,0,0,0,0
slide,slide,35,4,0,0,0,0,0
slime,slime,27,9,1,1,0,0,0
sling,sling,33,4,1,0,0,0,0
slingshot,slingshot,33,5,0,0,0,0,0
slipper,slipper,31,5,0,0,0,0,0
slot,slot,35,3,0,0,0,0,0
slot machine,slot_machine,30,4,2,0,0,0,0
sloth,sloth,0,0,0,0,0,2,35
slug,slug,1,0,0,1,0,2,35
smoke alarm,smoke_alarm,34,4,0,1,0,0,0
smoothie,smoothie,25,8,4,0,0,0,0
snack,snack,24,12,3,0,0,0,0
snail,snail,1,1,0,0,2,5,29
snake,snake,0,0,0,0,0,4,35
snorkel,snorkel,28,7,2,0,1,0,0
snow,snow,23,9,0,3,2,0,1
snowball,snowball,26,8,0,1,2,1,0
snowboard,snowboard,30,6,0,1,0,1,0
snowman,snowman,32,4,0,0,0,1,0
snowmobile,snowmobile,30,7,0,0,0,0,1
snowplow,snowplow,23,7,2,1,0,1,0
snowshoe,snowshoe,33,4,0,0,1,0,0
snowsuit,snowsuit,32,4,0,0,1,2,0
soap,soap,31,6,1,0,1,0,0
soccer ball,soccer_ball,29,3,1,1,0,2,0
sock,sock,31,6,0,0,0,1,0
soda,soda,32,6,0,1,0,0,0
soda fountain,soda_fountain,31,5,0,1,0,0,0
sofa bed,sofa_bed,31,7,0,0,0,0,0
solar panel,solar_panel,28,6,2,2,0,0,0
soldering iron,soldering_iron,29,7,0,0,0,0,0
sombrero,sombrero,32,5,0,0,2,0,0
sonogram,sonogram,18,7,2,4,2,3,2
sorbet,sorbet,22,12,2,0,1,1,0
souffle,souffle,29,9,0,0,1,0,0
soup,soup,26,5,1,2,0,2,0
soy sauce,soy_sauce,27,4,3,1,0,2,1
space shuttle,space_shuttle,31,5,0,1,0,0,1
spacesuit,spacesuit,28,6,2,0,0,1,1
spaghetti,spaghetti,24,10,2,2,0,0,0
spam,spam,27,5,2,1,2,0,0
spareribs,spareribs,18,13,1,1,2,1,0
spark plug,spark_plug,32,6,0,1,0,0,0
sparkler,sparkler,26,8,0,2,0,1,0
spatula,spatula,34,1,1,0,0,0,0
speaker,speaker,35,5,0,0,0,0,0
spear,spear,31,5,1,1,0,0,0
speedboat,speedboat,32,2,1,0,0,0,1
speedometer,speedometer,33,2,0,0,0,1,0
spider,spider,0,0,0,0,2,2,34
spider web,spider_web,13,15,1,4,3,1,0
spinach,spinach,2,0,2,0,6,11,15
splinter,splinter,25,7,1,1,0,0,0
sponge,sponge,7,4,2,1,2,10,11
spool,spool,27,9,0,1,0,0,0
spoon,spoon,34,3,0,0,0,0,0
spout,spout,31,5,1,2,0,0,0
spring roll,spring_roll,25,12,0,0,0,0,0
springboard,springboard,30,5,2,1,0,0,0
sprinkler,sprinkler,34,3,0,0,2,0,0
sprouts,sprouts,3,2,1,3,7,10,11
spur,spur,38,1,0,0,0,0,0
squash,squash,2,3,3,1,8,10,11
squeegee,squeegee,27,7,0,1,1,2,0
squid,squid,0,0,0,0,0,9,31
squirrel,squirrel,0,0,0,0,1,7,31
squirt gun,squirt_gun,33,5,0,0,0,0,0
stained glass,stained_glass,29,3,0,0,1,1,0
stair,stair,28,6,0,1,0,0,0
stake,stake,31,5,2,1,0,0,0
stalagmite,stalagmite,12,7,3,3,7,3,1
stamp,stamp1,29,7,1,1,0,1,0
stamp,stamp2,30,5,0,1,0,0,1
staple,staple,37,3,0,0,0,0,0
staple gun,staple_gun,27,4,1,0,0,0,0
stapler,stapler,30,6,2,0,1,0,0
star fruit,star_fruit,2,2,2,2,3,11,16
starfish,starfish,0,0,0,0,0,7,33
station wagon,station_wagon,33,6,0,0,0,0,0
statue,statue,28,8,1,0,0,0,0
steak,steak,12,15,1,4,4,1,0
steamroller,steamroller,29,6,2,2,0,0,0
steering wheel,steering_wheel,32,3,0,0,0,0,0
stem,stem,0,0,0,1,2,7,28
step stool,step_stool,31,5,1,0,0,0,0
stereo,stereo,26,9,1,2,0,0,0
stethoscope,stethoscope,32,4,0,2,0,0,0
stew,stew,25,12,1,0,0,0,0
stick,stick,3,9,5,8,7,6,2
sticker,sticker,30,5,1,1,0,0,0
stiletto,stiletto,28,7,0,0,1,0,0
stilt,stilt,24,9,0,0,2,0,0
stingray,stingray,0,0,0,0,1,3,33
stir fry,stir_fry,24,9,2,2,2,0,0
stirrup,stirrup,24,8,0,2,0,0,2
stockings,stockings,26,10,2,0,0,0,0
stomach,stomach,2,1,1,1,8,9,15
stool,stool,27,8,0,1,1,0,0
stopwatch,stopwatch,29,8,0,0,0,0,0
stove,stove1,27,6,3,0,0,0,0
stove,stove2,35,4,0,0,1,0,0
straightjacket,straightjacket,33,3,1,0,0,0,0
strainer,strainer,27,9,0,1,0,0,0
strap,strap,31,4,1,0,0,1,0
straw,straw1,9,13,6,4,3,2,2
straw,straw2,35,1,0,1,1,0,0
strawberry,strawberry,1,3,2,2,6,11,13
streetlight,streetlight,35,2,0,0,0,0,0
stretcher,stretcher,32,1,0,3,1,0,0
string cheese,string_cheese,25,7,2,2,1,0,0
stroller,stroller,29,7,0,0,0,0,0
stuffing,stuffing,26,13,1,0,0,0,0
stump,stump,0,7,5,4,10,10,3
submarine,submarine,30,5,1,1,0,0,0
subway,subway,23,11,2,1,0,0,0
sugar cube,sugar_cube,25,7,0,0,2,0,0
suit,suit,28,8,0,1,0,0,0
suitcase,suitcase,36,2,0,0,0,0,0
sundae,sundae,26,8,1,0,3,0,0
sundial,sundial,31,5,2,0,1,0,0
sunflower,sunflower,0,0,0,0,3,6,31
sunglasses,sunglasses,34,2,0,0,0,0,0
sunroof,sunroof,34,3,0,1,0,2,0
surfboard,surfboard,25,8,2,1,0,0,0
sushi,sushi,16,13,4,3,2,0,0
suspenders,suspenders,31,6,1,0,0,0,0
swab,swab,27,9,1,0,1,0,0
swan,swan,0,0,0,0,0,2,35
sweater,sweater,28,4,1,2,0,0,0
sweatsuit,sweatsuit,32,3,0,0,0,0,0
sweeper,sweeper,34,5,0,0,0,0,0
sweet potato,sweet_potato,4,4,0,1,9,11,7
swimming pool,swimming_pool,24,6,1,1,0,1,0
swimsuit,swimsuit,33,4,0,0,0,0,0
swing,swing,29,7,1,2,0,0,0
swing set,swing_set,30,8,0,0,0,1,0
switch,switch,31,6,1,0,0,1,0
swizzle stick,swizzle_stick,26,8,0,1,0,0,0
sword,sword,24,8,1,0,0,1,0
swordfish,swordfish,0,0,0,0,0,2,36
syringe,syringe,31,6,0,0,0,0,0
syrup,syrup,18,12,3,2,2,0,0
t-shirt,t-shirt,31,4,1,1,0,0,0
tab,tab,33,2,1,0,0,0,0
table,table,27,11,1,1,0,0,0
tablecloth,tablecloth,32,6,1,0,0,0,0
tablet,tablet,31,6,0,0,0,1,0
tack,tack,32,2,0,1,0,0,0
tackle,tackle,26,4,4,1,1,1,0
taco,taco,24,9,3,0,2,0,0
tadpole,tadpole,0,0,0,0,0,2,36
taffy,taffy,31,5,1,0,0,1,0
tag,tag,29,4,1,2,0,0,0
taillight,taillight,32,5,0,0,0,0,0
tamale,tamale,23,4,4,2,1,0,1
tambourine,tambourine,27,6,0,0,0,0,0
tank,tank1,31,4,1,0,2,1,0
tank,tank2,31,3,0,1,0,0,0
tape,tape,35,3,0,1,0,0,0
tape measure,tape_measure,34,3,0,0,0,1,0
tape recorder,tape_recorder,28,8,0,0,0,1,0
tapestry,tapestry,31,8,0,0,0,0,0
tarantula,tarantula,1,0,0,0,1,3,35
target,target,28,6,1,2,0,0,0
tarp,tarp,37,1,0,0,0,0,0
tattoo,tattoo,23,12,1,2,1,1,0
taxi,taxi,30,4,1,1,0,2,1
tea,tea,11,12,2,5,6,0,0
teabag,teabag,26,9,0,2,0,0,0
teacup,teacup,32,4,1,0,1,0,0
teapot,teapot,31,3,1,0,0,1,0
teddy bear,teddy_bear,30,3,2,0,0,0,0
tee,tee,36,3,0,0,0,0,0
teepee,teepee,26,10,0,1,0,0,0
telegraph,telegraph,32,4,1,0,1,1,0
telephone pole,telephone_pole,31,4,1,1,0,0,0
telescope,telescope,27,6,1,1,2,0,1
television,television,29,8,3,0,0,0,0
tennis ball,tennis_ball,35,4,0,0,0,0,0
tent,tent,30,3,0,1,2,1,0
terrarium,terrarium,10,1,1,5,8,4,8
test tube,test_tube,33,2,3,0,0,1,0
thermometer,thermometer,28,5,2,0,1,0,0
thermos,thermos,32,5,1,0,0,0,0
thermostat,thermostat,24,7,2,0,0,0,0
thimble,thimble,32,5,0,0,0,0,0
thorn,thorn,3,2,1,2,5,10,9
thread,thread,27,9,2,1,0,0,0
throne,throne,27,5,1,1,1,3,0
thumb,thumb,2,3,1,0,7,8,19
thumbtack,thumbtack,27,7,2,0,0,0,0
tiara,tiara,27,7,1,0,1,1,0
tick,tick,0,0,0,0,1,4,31
ticktacktoe,ticktacktoe,32,5,0,0,2,0,0
tie,tie,30,5,1,0,0,0,1
tiger,tiger,0,0,0,0,0,1,36
tile,tile,30,3,1,1,1,0,0
timer,timer,36,3,0,0,0,0,0
tinsel,tinsel,28,6,0,0,0,0,0
tiramisu,tiramisu,27,8,0,3,0,0,1
toad,toad,0,0,0,0,1,2,35
toast,toast,28,8,1,0,0,0,0
toaster,toaster,28,9,0,1,0,0,0
toaster oven,toaster_oven,26,10,1,0,1,0,0
toe,toe,0,1,1,2,8,12,12
toga,toga,28,6,1,1,0,0,0
toilet,toilet,30,4,0,0,0,0,0
toilet paper,toilet_paper,31,6,0,0,0,0,0
tomato,tomato,3,2,1,3,8,7,13
tomato sauce,tomato_sauce,22,10,2,1,0,1,0
tongs,tongs,32,1,0,1,0,0,0
tongue,tongue,2,1,2,1,6,12,12
tool,tool,31,5,1,1,0,0,0
toolbox,toolbox,31,3,1,1,1,2,0
tooth,tooth,3,4,5,4,9,9,4
toothbrush,toothbrush,31,6,1,0,0,0,0
toothpaste,toothpaste,29,7,1,0,0,1,0
toothpick,toothpick,27,8,1,2,0,0,0
top hat,top_hat,27,8,0,0,1,0,0
torch,torch,25,8,3,0,1,0,0
torpedo,torpedo,28,5,0,1,0,0,0
torso,torso,1,1,0,1,8,10,16
tortellini,tortellini,26,9,1,0,0,0,0
tortilla,tortilla,26,5,1,2,0,0,0
tostada,tostada,22,10,1,2,2,0,0
totem pole,totem_pole,20,6,4,2,1,1,0
toucan,toucan,0,0,0,0,0,4,33
touchpad,touchpad,32,3,1,1,0,0,0
towel,towel,27,8,0,0,0,0,0
towel rack,towel_rack,28,7,0,1,0,1,0
toy,toy,29,9,0,1,0,0,0
tractor,tractor,31,6,0,1,0,0,0
traffic light,traffic_light,29,10,0,0,0,0,0
trailer,trailer,32,5,0,0,0,1,0
train,train,25,8,1,0,1,0,0
train car,train_car,24,9,0,2,0,1,0
train set,train_set,32,4,1,1,1,1,0
trampoline,trampoline,31,5,1,0,0,0,1
trap,trap,24,12,0,1,2,0,0
trapdoor,trapdoor,31,4,1,2,0,0,1
trashcan,trashcan,30,6,2,1,0,0,0
tray,tray,24,11,0,0,0,0,0
treadmill,treadmill,30,8,0,0,0,1,1
treasure,treasure,29,6,2,2,0,0,0
tree,tree,0,0,0,0,2,8,29
tree trunk,tree_trunk,1,0,0,1,4,3,30
triangle,triangle,32,4,0,1,1,1,0
tricycle,tricycle,31,6,0,0,0,1,0
trident,trident,32,4,1,2,0,0,0
trigger,trigger,34,5,0,0,0,0,0
tripod,tripod,32,4,0,1,0,0,0
trolley,trolley,26,8,0,0,1,0,0
trombone,trombone,30,3,3,0,1,1,0
trophy,trophy,25,11,0,1,0,1,0
trough,trough,27,9,2,1,0,0,0
trowel,trowel,34,5,0,1,0,0,0
truck,truck,31,5,1,0,0,0,0
trumpet,trumpet,30,7,1,1,0,0,0
trunk,trunk,28,4,2,0,0,0,0
tuba,tuba,29,7,1,1,1,0,0
tube top,tube_top,27,6,1,1,1,0,0
tugboat,tugboat,32,5,0,2,0,0,0
tulip,tulip,0,0,0,1,3,8,25
tumbleweed,tumbleweed,13,11,3,1,3,5,3
tuning fork,tuning_fork,31,4,1,1,0,0,0
tupperware,tupperware,30,6,1,0,0,1,0
turban,turban,25,8,1,1,1,0,1
turbine,turbine,30,5,1,0,0,0,0
turf,turf,6,5,0,1,10,10,5
turkey,turkey,0,0,1,1,1,2,32
turnstile,turnstile,32,5,0,0,0,1,0
turntable,turntable,34,4,0,0,0,1,1
turtle,turtle,0,0,0,0,0,1,38
turtleneck,turtleneck,31,2,0,0,1,0,0
tuxedo,tuxedo,29,6,1,1,1,1,0
tweezers,tweezers,31,5,0,1,0,0,0
twig,twig,3,6,3,6,6,10,4
typewriter,typewriter,31,3,0,0,0,0,0
ukulele,ukulele,28,4,4,1,0,0,0
umbrella,umbrella,34,3,1,0,1,0,0
undershirt,undershirt,34,3,0,2,0,0,0
underwear,underwear,29,6,0,2,1,0,0
unicycle,unicycle,34,2,0,0,0,2,1
uniform,uniform,34,1,0,1,1,0,0
urinal,urinal,35,2,0,2,0,0,0
urn,urn,31,2,1,2,2,0,1
vacuum,vacuum,29,4,1,2,0,1,0
valve,valve,29,4,0,0,2,0,0
van,van,26,7,3,1,1,0,0
vase,vase,34,2,0,0,1,1,0
vegetable,vegetable,1,5,0,1,7,7,16
veil,veil,32,5,0,0,0,0,0
velcro,velcro,35,1,0,0,0,0,0
vending machine,vending_machine,29,5,0,1,1,0,0
vent,vent,32,4,1,0,1,0,0
vest,vest,29,7,0,0,0,0,1
vial,vial,32,4,0,1,0,0,0
videocassette,videocassette,32,3,0,1,1,0,0
videogame,videogame,23,9,1,1,0,3,0
viewfinder,viewfinder,30,6,0,0,1,0,0
violin,violin,19,12,2,3,0,1,1
vise,vise,31,4,1,1,1,0,0
visor,visor,31,3,1,0,1,0,1
volleyball,volleyball,27,5,3,0,0,0,1
vulture,vulture,0,0,0,0,1,4,33
wafer,wafer,27,10,0,0,0,0,0
waffle,waffle,29,5,1,2,0,0,0
waffle iron,waffle_iron,29,6,0,1,1,1,0
wagon,wagon,30,3,2,0,0,1,0
walker,walker1,31,5,0,0,0,0,0
walker,walker2,29,7,0,1,0,0,0
wall,wall,33,2,0,2,0,0,0
wallet,wallet,29,6,0,2,0,0,0
wallpaper,wallpaper,29,7,1,0,0,1,0
walnut,walnut,5,5,2,7,6,7,4
walrus,walrus,0,0,0,0,2,4,33
wand,wand,24,8,2,2,1,1,0
warthog,warthog,0,1,0,0,1,3,33
washboard,washboard,34,4,0,0,0,0,0
washcloth,washcloth,24,12,0,1,0,0,0
washing machine,washing_machine,30,7,0,0,0,0,0
wasp,wasp,1,0,2,0,0,1,33
watch,watch,29,5,0,1,2,1,1
water bottle,water_bottle,29,7,0,1,0,0,0
water cooler,water_cooler,33,3,0,2,1,1,0
water filter,water_filter,31,7,1,0,0,0,0
water fountain,water_fountain,23,7,0,2,1,2,0
water heater,water_heater,31,6,1,1,0,0,0
watering can,watering_can,30,5,1,1,0,0,0
watermelon,watermelon,3,2,3,5,7,6,13
waterwheel,waterwheel,28,6,1,0,1,0,0
wax,wax,20,8,5,3,3,1,0
wax paper,wax_paper,32,6,0,1,0,0,0
weasel,weasel,0,0,0,0,0,4,31
weather vane,weather_vane,34,4,0,0,1,0,0
webcam,webcam,28,4,2,1,0,0,0
wedding cake,wedding_cake,33,3,0,3,1,0,0
wedge,wedge,26,6,4,0,0,0,1
weed,weed,0,0,1,1,2,11,21
wetsuit,wetsuit,30,6,0,1,0,0,0
whale,whale,0,0,0,0,1,3,34
wheat,wheat,1,3,0,0,2,8,23
wheel,wheel,31,5,0,1,1,1,0
wheelbarrow,wheelbarrow,31,5,1,1,0,0,1
wheelchair,wheelchair,29,8,0,0,1,1,0
whip,whip,29,6,0,0,0,0,0
whipped cream,whipped_cream,23,8,2,2,0,1,1
whisk,whisk,26,11,0,0,0,0,0
whistle,whistle,31,8,0,0,0,0,0
whiteboard,whiteboard,31,7,0,1,0,0,0
whoopee cushion,whoopee_cushion,30,4,3,0,0,0,0
wick,wick,25,8,2,0,1,1,0
wig,wig,30,3,1,1,0,0,0
wind chimes,wind_chimes,26,9,3,2,0,0,0
window,window,28,9,1,0,0,1,0
windowsill,windowsill,27,7,1,0,1,1,0
windshield,windshield,29,6,1,1,0,0,0
windshield wiper,windshield_wiper,32,7,1,0,0,0,0
windsock,windsock,31,3,0,2,0,1,0
wine,wine,26,7,2,1,1,0,0
wine bottle,wine_bottle,31,3,0,0,4,1,0
wine cooler,wine_cooler,30,6,1,0,1,0,0
wineglass,wineglass,30,4,1,0,1,0,0
wing,wing,34,3,1,0,0,0,0
wire,wire,33,2,2,1,0,0,0
wire cutters,wire_cutters,34,5,0,0,0,0,0
wok,wok,37,2,0,0,0,0,0
wolf,wolf,0,0,0,0,1,4,34
woman,woman,0,0,0,0,0,2,36
wood,wood,4,5,3,3,8,10,6
wooden leg,wooden_leg,27,6,0,1,1,0,0
workbench,workbench,28,5,2,1,0,0,0
worm,worm,0,0,0,0,0,3,35
wrap,wrap,23,5,1,2,2,0,0
wrapping paper,wrapping_paper,31,4,0,1,0,1,0
wreath,wreath,10,11,4,4,3,3,0
wreck,wreck,32,3,0,0,2,0,0
wrench,wrench,34,2,0,1,0,0,1
wrist,wrist,5,1,0,4,9,7,12
xylophone,xylophone,34,3,0,1,0,1,1
yacht,yacht,29,5,1,0,2,0,0
yak,yak,0,0,0,0,0,6,33
yarn,yarn,29,4,1,1,0,0,0
yo-yo,yo-yo,27,6,0,1,0,1,0
yogurt,yogurt,5,6,4,4,13,4,1
yoke,yoke,29,4,1,0,0,0,0
yolk,yolk,10,6,2,5,8,3,3
zebra,zebra,0,0,0,0,0,4,35
zipper,zipper,28,6,1,0,0,0,0
zucchini,zucchini,2,5,2,2,7,9,12
