Word,uniqueID,manmade_freq_1,manmade_freq_2,manmade_freq_3,manmade_freq_4,manmade_freq_5,manmade_freq_6,manmade_freq_7
sea urchin,sea_urchin,37,3,0,0,0,0,0
seafood,seafood,21,7,0,3,4,2,0
seagull,seagull,37,1,0,1,0,0,1
seahorse,seahorse,36,2,1,1,0,0,0
seal,seal,31,2,1,0,0,0,0
seaplane,seaplane,1,0,0,0,0,1,35
seatbelt,seatbelt,0,0,0,0,0,7,28
seaweed,seaweed,35,1,0,0,2,0,0
seed,seed,26,6,2,0,0,1,1
seesaw,seesaw,0,0,0,0,2,3,33
seismograph,seismograph,0,0,0,0,1,3,35
sequin,sequin,0,0,0,0,0,7,32
sewage,sewage,2,0,1,3,1,10,22
sewing kit,sewing_kit,0,0,0,0,0,5,29
sewing machine,sewing_machine,1,0,0,0,2,4,32
shaker,shaker,0,0,0,0,1,6,32
shark,shark,38,0,0,0,1,0,1
shaving cream,shaving_cream,0,0,0,0,0,7,33
shawl,shawl,0,0,0,0,1,3,34
shears,shears,0,0,0,1,1,4,30
sheath,sheath,0,1,0,0,0,6,31
sheep,sheep,30,4,1,0,1,1,0
sheet,sheet,1,0,0,0,1,8,28
shelf,shelf,0,0,0,0,1,4,30
shell,shell1,0,0,0,0,1,6,30
shell,shell2,30,6,0,0,0,0,1
shell,shell3,28,6,1,1,0,0,0
shield,shield,0,0,1,0,0,8,28
ship,ship,0,1,0,0,1,3,32
shirt,shirt,0,0,0,0,1,5,32
shoe,shoe,0,0,0,0,0,8,27
shoe polish,shoe_polish,0,0,0,0,1,11,24
shoehorn,shoehorn,1,0,0,0,0,7,26
shoelace,shoelace,0,0,0,0,2,8,28
shopping basket,shopping_basket,1,0,0,0,1,5,31
shopping cart,shopping_cart,0,0,0,0,2,4,33
shortbread,shortbread,0,0,0,0,1,4,31
shorts,shorts,1,1,0,0,0,7,29
shoulder,shoulder,29,1,2,1,1,1,4
shovel,shovel,1,0,0,0,0,1,37
shower,shower,0,0,0,1,1,8,25
shower cap,shower_cap,0,0,0,1,0,6,31
shower curtain,shower_curtain,1,0,1,0,0,4,32
showerhead,showerhead,0,0,0,2,1,5,31
shredder,shredder,0,0,0,1,1,3,32
shrimp,shrimp,33,4,0,0,0,0,0
shuffleboard,shuffleboard,0,0,0,0,0,6,33
shutter,shutter,0,0,0,1,1,9,24
sickle,sickle,0,0,0,0,0,9,28
sidecar,sidecar,0,0,0,0,1,0,34
sifter,sifter,0,1,0,0,1,2,30
silicone,silicone,0,0,1,0,3,8,26
silverware,silverware,0,0,1,0,1,4,33
sim card,sim_card,1,0,0,0,0,6,31
sink,sink,0,0,0,0,0,5,32
siren,siren,1,0,0,0,0,4,31
skateboard,skateboard,1,0,0,1,0,5,32
skeleton,skeleton,21,6,1,2,2,2,2
skewer,skewer,0,1,0,0,6,11,19
ski,ski,0,0,0,0,2,1,34
ski boots,ski_boots,0,1,0,0,3,2,30
ski lift,ski_lift,0,1,1,0,1,5,31
ski pole,ski_pole,0,0,0,0,1,5,31
skin,skin,22,4,2,3,4,1,1
skirt,skirt,0,0,0,3,0,2,34
skull,skull,26,6,3,1,0,0,0
skunk,skunk,37,0,1,0,0,0,0
sled,sled,1,1,0,0,1,8,28
sledgehammer,sledgehammer,0,0,0,1,0,5,31
sleeping bag,sleeping_bag,0,0,1,0,1,4,30
slicer,slicer,0,1,1,1,1,4,32
slide,slide,1,0,0,0,1,6,31
slime,slime,0,0,1,1,4,8,24
sling,sling,1,0,0,0,2,7,28
slingshot,slingshot,0,0,0,0,0,5,33
slipper,slipper,0,0,0,0,1,1,34
slot,slot,2,0,0,2,1,8,25
slot machine,slot_machine,0,2,0,0,2,2,30
sloth,sloth,36,1,0,0,0,0,0
slug,slug,35,2,1,1,0,0,0
smoke alarm,smoke_alarm,1,0,0,1,0,4,33
smoothie,smoothie,0,0,0,1,3,8,25
snack,snack,0,0,0,0,9,12,18
snail,snail,30,6,0,0,1,1,0
snake,snake,33,4,0,0,0,1,1
snorkel,snorkel,1,1,0,0,1,5,30
snow,snow,31,3,3,1,0,0,0
snowball,snowball,4,2,3,2,12,4,11
snowboard,snowboard,0,1,2,0,0,2,33
snowman,snowman,0,0,0,1,1,7,28
snowmobile,snowmobile,1,1,1,0,0,2,33
snowplow,snowplow,0,1,0,0,1,3,29
snowshoe,snowshoe,0,0,0,0,0,7,31
snowsuit,snowsuit,0,0,0,0,0,7,32
soap,soap,0,0,0,0,5,10,24
soccer ball,soccer_ball,1,0,1,1,0,4,29
sock,sock,0,0,0,2,0,5,31
soda,soda,0,0,0,0,1,8,30
soda fountain,soda_fountain,0,0,0,0,0,3,34
sofa bed,sofa_bed,0,0,0,0,0,6,32
solar panel,solar_panel,1,0,0,0,1,5,31
soldering iron,soldering_iron,0,0,1,0,0,4,31
sombrero,sombrero,0,0,0,0,2,5,32
sonogram,sonogram,0,2,0,5,3,5,23
sorbet,sorbet,0,2,0,1,4,11,20
souffle,souffle,0,0,0,0,1,9,29
soup,soup,0,0,0,0,4,7,25
soy sauce,soy_sauce,1,1,0,1,3,10,22
space shuttle,space_shuttle,0,0,0,2,0,5,31
spacesuit,spacesuit,0,1,0,0,1,4,32
spaghetti,spaghetti,0,1,0,1,3,12,21
spam,spam,1,0,0,2,4,5,25
spareribs,spareribs,5,7,5,4,4,5,6
spark plug,spark_plug,0,0,0,0,0,4,35
sparkler,sparkler,0,0,0,1,3,7,26
spatula,spatula,0,0,0,0,0,5,31
speaker,speaker,0,0,1,0,1,3,35
spear,spear,0,0,0,0,1,8,29
speedboat,speedboat,0,0,0,0,0,3,33
speedometer,speedometer,0,0,0,2,1,2,31
spider,spider,35,2,0,0,1,0,0
spider web,spider_web,28,6,0,1,1,1,0
spinach,spinach,25,7,2,0,2,0,0
splinter,splinter,10,10,2,6,2,3,1
sponge,sponge,11,8,1,5,2,4,6
spool,spool,1,0,0,0,1,6,29
spoon,spoon,0,1,0,0,0,4,32
spout,spout,0,0,0,1,0,9,29
spring roll,spring_roll,0,0,0,0,3,10,24
springboard,springboard,0,0,0,0,1,5,32
sprinkler,sprinkler,0,1,0,0,0,8,30
sprouts,sprouts,21,8,1,1,0,2,4
spur,spur,0,0,0,0,0,2,37
squash,squash,27,8,1,0,2,0,0
squeegee,squeegee,0,0,0,0,1,7,30
squid,squid,32,7,0,0,0,1,0
squirrel,squirrel,31,6,0,0,0,1,1
squirt gun,squirt_gun,0,1,0,0,0,2,35
stained glass,stained_glass,1,0,0,0,0,4,29
stair,stair,0,0,0,1,2,8,24
stake,stake,0,0,0,1,3,6,29
stalagmite,stalagmite,31,3,1,1,0,0,0
stamp,stamp1,0,0,0,0,1,5,33
stamp,stamp2,1,0,0,0,0,5,31
staple,staple,0,1,0,0,0,4,35
staple gun,staple_gun,0,0,0,0,3,6,23
stapler,stapler,0,0,0,0,2,6,31
star fruit,star_fruit,26,5,2,1,1,2,1
starfish,starfish,34,3,1,0,0,1,1
station wagon,station_wagon,0,0,0,0,1,3,35
statue,statue,0,0,0,0,0,7,30
steak,steak,6,7,3,1,9,3,8
steamroller,steamroller,0,0,0,0,1,5,33
steering wheel,steering_wheel,0,0,0,0,0,1,34
stem,stem,31,4,1,0,0,1,1
step stool,step_stool,1,0,1,1,1,4,29
stereo,stereo,0,1,0,0,0,7,30
stethoscope,stethoscope,0,0,1,1,1,6,29
stew,stew,0,0,2,0,4,8,24
stick,stick,30,7,2,0,1,0,0
sticker,sticker,0,1,0,0,1,5,30
stiletto,stiletto,0,0,0,0,2,6,28
stilt,stilt,0,0,1,0,1,9,24
stingray,stingray,31,5,0,0,1,0,0
stir fry,stir_fry,1,2,0,1,0,5,30
stirrup,stirrup,0,0,1,0,0,9,26
stockings,stockings,0,1,0,1,0,8,28
stomach,stomach,29,1,1,1,1,1,3
stool,stool,0,0,0,0,1,5,31
stopwatch,stopwatch,0,0,0,0,2,1,34
stove,stove1,1,0,0,0,1,3,31
stove,stove2,0,1,0,0,1,7,31
straightjacket,straightjacket,0,0,0,0,0,3,34
strainer,strainer,0,2,0,0,2,9,24
strap,strap,0,0,0,0,0,4,33
straw,straw1,13,12,4,1,7,0,2
straw,straw2,1,0,0,0,0,4,33
strawberry,strawberry,31,6,1,0,0,0,0
streetlight,streetlight,0,0,0,0,0,1,36
stretcher,stretcher,0,0,0,0,0,3,34
string cheese,string_cheese,0,0,0,1,5,7,24
stroller,stroller,0,0,0,0,0,5,31
stuffing,stuffing,0,1,1,2,5,8,23
stump,stump,15,9,1,3,9,1,1
submarine,submarine,0,0,0,0,0,3,34
subway,subway,0,0,0,1,1,8,27
sugar cube,sugar_cube,1,1,2,2,7,8,13
suit,suit,0,0,0,0,0,6,31
suitcase,suitcase,0,0,0,0,0,2,36
sundae,sundae,0,0,0,0,2,11,25
sundial,sundial,0,0,0,0,1,7,31
sunflower,sunflower,30,7,2,0,1,0,0
sunglasses,sunglasses,1,1,0,0,0,1,33
sunroof,sunroof,0,0,0,0,1,6,33
surfboard,surfboard,0,0,0,0,1,5,30
sushi,sushi,0,0,0,1,7,15,15
suspenders,suspenders,0,1,1,0,0,7,29
swab,swab,0,0,1,0,2,10,25
swan,swan,35,2,0,0,0,0,0
sweater,sweater,0,2,0,0,0,3,30
sweatsuit,sweatsuit,0,0,0,0,0,4,31
sweeper,sweeper,0,1,0,0,0,5,33
sweet potato,sweet_potato,22,9,3,0,1,0,1
swimming pool,swimming_pool,0,0,1,0,0,8,24
swimsuit,swimsuit,1,0,0,1,0,3,32
swing,swing,0,0,0,0,0,9,30
swing set,swing_set,3,0,0,0,2,6,28
switch,switch,0,2,0,0,0,5,32
swizzle stick,swizzle_stick,0,0,0,0,0,5,30
sword,sword,0,1,0,0,0,6,27
swordfish,swordfish,36,1,0,0,0,1,0
syringe,syringe,0,0,0,0,0,3,34
syrup,syrup,1,3,6,6,9,4,8
t-shirt,t-shirt,0,0,0,0,0,10,27
tab,tab,0,0,1,0,0,1,34
table,table,0,0,1,0,1,13,25
tablecloth,tablecloth,0,0,1,0,1,5,32
tablet,tablet,0,1,0,0,0,4,33
tack,tack,0,0,1,1,1,3,29
tackle,tackle,0,0,0,0,2,5,30
taco,taco,0,1,0,0,1,13,23
tadpole,tadpole,32,4,0,0,1,0,1
taffy,taffy,0,1,1,0,0,7,29
tag,tag,0,0,0,0,0,3,33
taillight,taillight,0,0,0,0,1,2,34
tamale,tamale,0,0,1,0,4,12,18
tambourine,tambourine,0,0,0,0,1,2,30
tank,tank1,0,1,0,2,0,4,32
tank,tank2,1,1,0,0,1,5,27
tape,tape,1,1,0,0,0,5,32
tape measure,tape_measure,0,0,0,0,1,4,33
tape recorder,tape_recorder,0,1,0,1,0,3,32
tapestry,tapestry,0,0,0,1,0,10,28
tarantula,tarantula,37,2,0,0,1,0,0
target,target,0,0,0,0,1,6,30
tarp,tarp,0,0,0,0,1,1,36
tattoo,tattoo,0,0,0,0,2,10,28
taxi,taxi,0,0,0,0,0,8,31
tea,tea,3,0,5,2,9,10,7
teabag,teabag,1,0,0,1,3,12,20
teacup,teacup,0,0,0,0,1,6,31
teapot,teapot,0,0,0,0,0,5,31
teddy bear,teddy_bear,0,0,0,0,3,2,30
tee,tee,1,0,0,0,0,4,34
teepee,teepee,0,0,0,0,1,7,29
telegraph,telegraph,1,0,0,0,2,5,31
telephone pole,telephone_pole,0,0,0,0,1,5,31
telescope,telescope,0,1,0,0,1,5,31
television,television,1,0,0,0,1,2,36
tennis ball,tennis_ball,0,0,0,0,0,4,35
tent,tent,0,0,1,0,0,7,29
terrarium,terrarium,0,0,0,1,2,12,22
test tube,test_tube,0,0,0,0,2,4,33
thermometer,thermometer,0,0,0,0,0,5,31
thermos,thermos,0,1,0,0,1,5,31
thermostat,thermostat,1,1,0,1,0,4,26
thimble,thimble,0,0,0,1,1,7,28
thorn,thorn,26,4,2,0,0,0,0
thread,thread,0,0,0,1,7,11,20
throne,throne,0,0,0,0,2,5,31
thumb,thumb,27,4,1,1,0,3,4
thumbtack,thumbtack,1,1,0,0,0,9,25
tiara,tiara,0,1,0,0,0,7,29
tick,tick,30,3,1,1,0,0,1
ticktacktoe,ticktacktoe,0,0,0,1,0,5,33
tie,tie,0,0,0,0,1,6,30
tiger,tiger,34,2,0,0,0,0,1
tile,tile,0,1,1,0,2,8,24
timer,timer,0,0,0,1,0,2,36
tinsel,tinsel,0,0,0,0,1,4,29
tiramisu,tiramisu,1,0,0,0,3,7,28
toad,toad,36,2,0,0,0,0,0
toast,toast,1,0,0,0,3,10,23
toaster,toaster,0,0,0,0,1,5,32
toaster oven,toaster_oven,0,0,1,1,1,5,30
toe,toe,27,2,0,0,2,3,2
toga,toga,0,0,0,2,3,7,24
toilet,toilet,2,0,0,0,1,4,27
toilet paper,toilet_paper,0,2,0,0,3,4,28
tomato,tomato,20,11,3,0,2,1,0
tomato sauce,tomato_sauce,0,0,1,2,4,14,15
tongs,tongs,0,0,0,0,2,4,28
tongue,tongue,27,4,0,1,1,2,1
tool,tool,1,0,0,0,3,6,28
toolbox,toolbox,0,0,1,0,3,5,30
tooth,tooth,25,5,2,2,1,2,1
toothbrush,toothbrush,0,1,0,0,0,5,32
toothpaste,toothpaste,0,0,1,1,1,7,28
toothpick,toothpick,1,0,0,1,2,9,25
top hat,top_hat,1,0,0,0,0,5,30
torch,torch,0,0,0,0,2,13,22
torpedo,torpedo,0,0,0,0,0,2,32
torso,torso,14,9,1,2,4,5,2
tortellini,tortellini,0,0,0,2,4,7,23
tortilla,tortilla,0,0,0,0,4,9,21
tostada,tostada,0,0,0,0,4,7,26
totem pole,totem_pole,0,0,0,1,1,10,22
toucan,toucan,34,2,0,0,0,0,1
touchpad,touchpad,0,0,0,0,1,3,33
towel,towel,0,0,0,0,0,9,26
towel rack,towel_rack,0,0,0,0,2,9,26
toy,toy,1,1,0,0,1,7,29
tractor,tractor,2,0,1,0,0,5,30
traffic light,traffic_light,0,0,0,1,0,7,31
trailer,trailer,0,0,1,0,2,5,30
train,train,0,0,1,0,2,2,30
train car,train_car,0,0,0,1,0,3,32
train set,train_set,0,0,0,1,1,6,32
trampoline,trampoline,0,1,1,0,1,6,29
trap,trap,0,0,0,0,1,8,30
trapdoor,trapdoor,0,0,0,0,2,2,35
trashcan,trashcan,0,0,2,2,1,3,31
tray,tray,1,0,1,0,0,6,27
treadmill,treadmill,0,0,1,0,0,3,36
treasure,treasure,0,0,4,3,14,5,13
tree,tree,29,4,2,1,2,0,1
tree trunk,tree_trunk,34,2,0,1,0,0,2
triangle,triangle,0,0,0,1,1,4,33
tricycle,tricycle,0,0,1,0,0,4,33
trident,trident,0,0,0,1,0,6,32
trigger,trigger,2,0,0,0,0,2,35
tripod,tripod,0,0,0,0,0,3,34
trolley,trolley,0,0,0,1,1,1,32
trombone,trombone,0,0,0,0,0,6,32
trophy,trophy,1,0,0,0,2,3,32
trough,trough,2,0,0,1,1,13,22
trowel,trowel,0,0,0,1,0,7,32
truck,truck,2,0,0,0,0,3,32
trumpet,trumpet,0,1,0,1,0,6,31
trunk,trunk,0,0,0,0,1,4,29
tuba,tuba,0,0,1,0,3,5,30
tube top,tube_top,0,0,0,1,0,8,27
tugboat,tugboat,0,0,0,0,1,1,37
tulip,tulip,27,5,3,1,1,0,0
tumbleweed,tumbleweed,32,3,0,2,1,0,1
tuning fork,tuning_fork,0,1,0,0,1,6,29
tupperware,tupperware,0,1,0,0,0,6,31
turban,turban,0,0,0,0,3,6,28
turbine,turbine,0,0,0,0,1,5,30
turf,turf,4,8,2,3,6,6,8
turkey,turkey,34,0,0,0,2,1,0
turnstile,turnstile,1,1,1,0,0,2,33
turntable,turntable,1,0,0,0,0,3,36
turtle,turtle,37,0,0,1,0,1,0
turtleneck,turtleneck,0,1,0,0,0,6,27
tuxedo,tuxedo,0,0,1,0,3,7,28
tweezers,tweezers,1,0,0,0,2,3,31
twig,twig,30,7,0,1,0,0,0
typewriter,typewriter,1,0,1,1,0,2,29
ukulele,ukulele,0,0,0,0,0,5,32
umbrella,umbrella,0,1,0,0,0,4,34
undershirt,undershirt,0,0,0,0,0,6,33
underwear,underwear,0,1,0,1,1,7,28
unicycle,unicycle,0,0,0,0,1,2,36
uniform,uniform,1,0,0,0,1,4,31
urinal,urinal,0,0,1,0,0,4,34
urn,urn,1,0,0,0,2,8,28
vacuum,vacuum,1,0,0,0,4,2,30
valve,valve,0,0,0,1,2,7,25
van,van,0,0,1,0,1,9,27
vase,vase,0,0,0,0,1,3,34
vegetable,vegetable,26,7,1,2,0,0,1
veil,veil,2,0,0,0,1,5,29
velcro,velcro,2,0,0,0,0,5,29
vending machine,vending_machine,0,2,1,0,0,4,29
vent,vent,0,0,0,0,2,6,30
vest,vest,0,0,0,0,0,7,30
vial,vial,0,0,0,0,0,4,33
videocassette,videocassette,1,0,1,0,0,1,34
videogame,videogame,0,0,0,1,0,9,27
viewfinder,viewfinder,0,0,0,1,0,7,29
violin,violin,0,1,0,0,1,10,26
vise,vise,1,0,2,0,1,6,28
visor,visor,1,0,0,0,1,3,32
volleyball,volleyball,0,1,0,0,1,6,28
vulture,vulture,32,4,0,1,0,0,1
wafer,wafer,0,0,0,1,1,7,28
waffle,waffle,0,0,0,1,3,12,21
waffle iron,waffle_iron,0,0,0,0,1,7,30
wagon,wagon,0,0,0,0,1,4,31
walker,walker1,0,1,0,0,2,4,29
walker,walker2,0,1,0,0,0,5,31
wall,wall,0,0,0,0,0,6,31
wallet,wallet,0,0,0,0,1,4,32
wallpaper,wallpaper,0,0,0,0,1,4,33
walnut,walnut,31,4,0,0,1,0,0
walrus,walrus,34,3,0,1,0,0,1
wand,wand,0,0,0,0,2,7,29
warthog,warthog,33,2,1,1,0,1,0
washboard,washboard,0,0,0,0,0,3,35
washcloth,washcloth,0,0,0,1,3,13,20
washing machine,washing_machine,2,0,0,0,0,6,29
wasp,wasp,37,0,0,0,0,0,0
watch,watch,0,1,0,1,0,1,36
water bottle,water_bottle,0,0,1,0,1,7,28
water cooler,water_cooler,1,0,0,0,0,6,33
water filter,water_filter,1,0,1,1,0,3,33
water fountain,water_fountain,0,0,0,0,2,5,28
water heater,water_heater,0,0,0,0,1,4,34
watering can,watering_can,1,0,0,1,0,7,28
watermelon,watermelon,30,6,1,2,0,0,0
waterwheel,waterwheel,0,0,0,0,0,6,30
wax,wax,3,4,4,8,10,8,3
wax paper,wax_paper,0,0,0,0,3,4,32
weasel,weasel,32,2,0,1,0,0,0
weather vane,weather_vane,0,0,0,0,1,6,32
webcam,webcam,0,0,1,0,1,1,32
wedding cake,wedding_cake,0,0,0,0,1,7,32
wedge,wedge,0,0,0,0,7,13,17
weed,weed,29,7,0,0,0,0,0
wetsuit,wetsuit,0,0,1,0,1,8,27
whale,whale,31,5,0,1,1,0,0
wheat,wheat,21,12,1,0,0,1,2
wheel,wheel,0,0,0,0,1,4,34
wheelbarrow,wheelbarrow,0,2,0,1,0,4,32
wheelchair,wheelchair,0,0,0,0,1,5,33
whip,whip,0,0,0,0,1,8,26
whipped cream,whipped_cream,1,0,1,1,5,9,20
whisk,whisk,0,0,0,0,0,5,32
whistle,whistle,0,0,0,0,0,5,34
whiteboard,whiteboard,1,0,0,1,0,5,32
whoopee cushion,whoopee_cushion,0,0,0,0,0,3,34
wick,wick,0,0,0,0,4,16,17
wig,wig,0,0,0,0,1,5,29
wind chimes,wind_chimes,0,0,1,0,4,8,27
window,window,0,0,0,0,0,7,32
windowsill,windowsill,1,0,0,1,1,8,26
windshield,windshield,1,0,0,0,2,4,30
windshield wiper,windshield_wiper,0,0,1,0,0,5,34
windsock,windsock,0,0,0,0,1,4,32
wine,wine,0,0,0,0,3,7,27
wine bottle,wine_bottle,0,0,0,1,1,5,32
wine cooler,wine_cooler,1,0,0,2,0,10,25
wineglass,wineglass,0,0,1,0,1,3,31
wing,wing,0,0,0,1,0,2,35
wire,wire,0,1,0,0,1,2,34
wire cutters,wire_cutters,0,0,0,1,1,6,31
wok,wok,2,0,0,0,2,6,29
wolf,wolf,35,4,0,0,0,0,0
woman,woman,17,9,2,1,1,4,4
wood,wood,27,4,3,2,2,0,1
wooden leg,wooden_leg,0,0,0,0,1,7,27
workbench,workbench,0,0,0,0,0,8,28
worm,worm,37,1,0,0,0,0,0
wrap,wrap,0,0,0,1,4,6,22
wrapping paper,wrapping_paper,1,1,0,0,1,3,31
wreath,wreath,0,0,0,0,0,8,27
wreck,wreck,5,1,4,4,11,4,8
wrench,wrench,1,0,0,0,0,5,32
wrist,wrist,22,4,1,4,4,1,2
xylophone,xylophone,0,0,0,0,0,7,33
yacht,yacht,1,0,0,1,0,2,33
yak,yak,34,4,1,0,0,0,0
yarn,yarn,0,1,0,0,3,9,22
yo-yo,yo-yo,0,0,0,0,0,6,29
yogurt,yogurt,0,0,2,1,6,11,17
yoke,yoke,0,0,0,0,0,8,26
yolk,yolk,25,8,1,3,0,0,0
zebra,zebra,34,3,1,0,0,0,1
zipper,zipper,0,0,0,0,0,3,32
zucchini,zucchini,27,6,1,2,2,0,1
